4	1328	57	0	DFA_n1328_p57_as	1	4	6	10	15	21	31	51	77	98	108	119	126	126	115	101	98	100	79	36	6
4	1328	57	1	DFA_n1328_p57_svs	0	1	0	0	818	396	75	16	6	4	4	4	4
4	1328	57	2	DFA_n1328_p57_sepSeq	0	880797	248	50	16	6	3	2	2	2	2
