4	50	18	0	DFA_n50_p18_as	1	3	3	4	5	6	8	10	8	2
4	50	18	1	DFA_n50_p18_svs	0	1	0	47	2
4	50	18	2	DFA_n50_p18_sepSeq	0	1224	1
