Correct	FSMtype	States	Inputs	Outputs	Resets	OQs	EQs	symbols	Exploration	EE	BBresets	BBsymbols	seconds	Algorithm	CEprocessing	AlgId	Teacher	BB	fileName
1	4	70	5	2	4191	4191	9	24552	3735	0.152126	0	0	0.021002	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	3519	3519	10	17494	2879	0.164571	0	0	0.013007	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	3519	3519	10	17494	2879	0.164571	0	0	0.013514	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	3528	3528	10	17520	2879	0.164326	0	0	0.013127	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	3535	3535	10	17547	2879	0.164074	0	0	0.013255	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	7212	7212	3	41071	5970	0.145358	0	0	0.013264	OP	AllGlobally	5	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	5434	5434	5	29107	2881	0.098980	0	0	0.009158	OP	OneGlobally	6	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	4405	4405	29	24032	2035	0.084679	0	0	0.011190	OP	OneLocally	7	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	3490	3490	69	14325	1840	0.128447	0	0	0.011747	DT		8	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	2345	2345	69	10589	1841	0.173860	0	0	0.012792	TTT		9	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	2758	2758	5	14124	2879	0.203837	0	0	0.009384	Quotient		10	TeacherDFSM		DFA_R70_5.fsm
1	4	70	5	2	3810	3810	9	23451	4040	0.172274	0	0	0.021678	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	3871	3871	11	19931	3160	0.158547	0	0	0.015477	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	3871	3871	11	19931	3160	0.158547	0	0	0.016417	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	3881	3881	11	19961	3160	0.158309	0	0	0.015714	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	3889	3889	11	19993	3160	0.158055	0	0	0.015752	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	7242	7242	3	42003	6251	0.148823	0	0	0.013357	OP	AllGlobally	5	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	5846	5846	6	32538	3160	0.097117	0	0	0.010423	OP	OneGlobally	6	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	4472	4472	29	23752	2028	0.085382	0	0	0.010673	OP	OneLocally	7	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	3583	3583	69	15088	1877	0.124403	0	0	0.011979	DT		8	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	2392	2392	69	11098	1877	0.169130	0	0	0.012888	TTT		9	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	2972	2972	6	15595	3160	0.202629	0	0	0.010512	Quotient		10	TeacherDFSM		DFA_R70_5_E4vCW.fsm
1	4	70	5	2	3008	3008	8	18432	3987	0.216309	0	0	0.015040	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	4223	4223	12	23887	3441	0.144053	0	0	0.019345	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	4223	4223	12	23887	3441	0.144053	0	0	0.022052	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	4234	4234	12	23923	3441	0.143836	0	0	0.020385	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	4242	4242	12	23956	3441	0.143638	0	0	0.019584	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	6899	6899	3	40132	5408	0.134755	0	0	0.012774	OP	AllGlobally	5	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	6191	6191	7	34678	3442	0.099256	0	0	0.011223	OP	OneGlobally	6	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	4429	4429	27	23142	2027	0.087590	0	0	0.010043	OP	OneLocally	7	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	3628	3628	69	15309	1872	0.122281	0	0	0.011854	DT		8	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	2395	2395	69	11145	1877	0.168416	0	0	0.012728	TTT		9	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	3302	3302	7	17876	3441	0.192493	0	0	0.012653	Quotient		10	TeacherDFSM		DFA_R70_5_Yzm7s.fsm
1	4	70	5	2	4136	4136	8	25900	3385	0.130695	0	0	0.019810	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	4923	4923	10	27917	5127	0.183652	0	0	0.017876	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	4222	4222	11	22383	3443	0.153822	0	0	0.020819	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	3882	3882	11	20702	3443	0.166312	0	0	0.017935	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	3887	3887	11	20724	3443	0.166136	0	0	0.017853	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	6518	6518	3	36388	4284	0.117731	0	0	0.011228	OP	AllGlobally	5	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	6160	6160	7	33646	3445	0.102390	0	0	0.010837	OP	OneGlobally	6	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	4450	4450	29	23620	2062	0.087299	0	0	0.010810	OP	OneLocally	7	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	3432	3432	67	14419	1919	0.133088	0	0	0.011283	DT		8	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	2353	2353	66	10853	1873	0.172579	0	0	0.012243	TTT		9	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	3266	3266	7	17709	3446	0.194590	0	0	0.012334	Quotient		10	TeacherDFSM		DFA_R70_5_SGFa9.fsm
1	4	70	5	2	3384	3384	8	20869	3987	0.191049	0	0	0.018765	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	3871	3871	11	21966	3160	0.143859	0	0	0.016728	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	3871	3871	11	21966	3160	0.143859	0	0	0.017584	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	3881	3881	11	21994	3160	0.143676	0	0	0.016963	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	3889	3889	11	22026	3160	0.143467	0	0	0.016985	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	7567	7567	3	47829	7375	0.154195	0	0	0.015576	OP	AllGlobally	5	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	5833	5833	6	33674	3160	0.093841	0	0	0.010793	OP	OneGlobally	6	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	4431	4431	30	23978	2025	0.084452	0	0	0.010827	OP	OneLocally	7	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	3644	3644	69	15943	1867	0.117105	0	0	0.012292	DT		8	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	2379	2379	69	11539	1873	0.162319	0	0	0.013042	TTT		9	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	3020	3020	6	16608	3160	0.190270	0	0	0.010607	Quotient		10	TeacherDFSM		DFA_R70_5_24DWS.fsm
1	4	70	5	2	4191	4191	9	26351	4345	0.164889	0	0	0.022047	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R70_5_dv6sq.fsm
1	4	70	5	2	4223	4223	12	22265	3441	0.154547	0	0	0.018227	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R70_5_dv6sq.fsm
1	4	70	5	2	4223	4223	12	22265	3441	0.154547	0	0	0.020145	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R70_5_dv6sq.fsm
