Correct	FSMtype	States	Inputs	Outputs	Resets	OQs	EQs	symbols	Exploration	EE	BBresets	BBsymbols	seconds	Algorithm	CEprocessing	AlgId	Teacher	BB	fileName
1	4	1000	5	2	75615	75615	12	655101	81667	0.124663	0	0	12.542226	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	100038	100038	19	793614	81019	0.102089	0	0	13.767624	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	95037	95037	19	747436	77019	0.103044	0	0	14.528243	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	95056	95056	19	747522	77019	0.103032	0	0	13.782099	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	95071	95071	19	747596	77019	0.103022	0	0	13.675110	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	139105	139105	4	1136213	125030	0.110041	0	0	0.489121	OP	AllGlobally	5	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	140455	140455	14	1315173	77025	0.058566	0	0	0.708644	OP	OneGlobally	6	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	97278	97278	937	935435	42739	0.045689	0	0	6.504378	OP	OneLocally	7	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	98451	98451	997	553224	41727	0.075425	0	0	5.075466	DT		8	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	53413	53413	997	354208	41710	0.117756	0	0	6.079326	TTT		9	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	70541	70541	14	519795	77018	0.148170	0	0	1.469078	Quotient		10	TeacherDFSM		DFA_R1000_5.fsm
1	4	1000	5	2	90738	90738	15	913125	109898	0.120354	0	0	15.918822	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	90033	90033	16	685822	77018	0.112300	0	0	8.167982	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	90035	90035	18	675833	73020	0.108044	0	0	11.526902	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	90054	90054	18	675919	73020	0.108031	0	0	10.963667	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	90067	90067	18	675982	73020	0.108021	0	0	10.993971	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	139711	139711	4	1104152	121029	0.109613	0	0	0.446854	OP	AllGlobally	5	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	135500	135500	13	1233042	73024	0.059223	0	0	0.576588	OP	OneGlobally	6	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	97251	97251	937	875307	42574	0.048639	0	0	5.039863	OP	OneLocally	7	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	98902	98902	999	556679	41871	0.075216	0	0	4.755530	DT		8	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	53511	53511	999	354451	41770	0.117844	0	0	5.632728	TTT		9	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	66657	66657	13	489349	73017	0.149213	0	0	1.327864	Quotient		10	TeacherDFSM		DFA_R1000_5_B2ZQz.fsm
1	4	1000	5	2	55341	55341	10	494451	89555	0.181120	0	0	8.243789	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	85032	85032	16	639806	73017	0.114124	0	0	8.066003	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	100039	100039	20	753022	81021	0.107594	0	0	14.816375	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	100059	100059	20	753115	81021	0.107581	0	0	13.857474	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	100077	100077	20	753208	81021	0.107568	0	0	13.811829	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	134828	134828	4	1084929	133032	0.122618	0	0	0.445391	OP	AllGlobally	5	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	140568	140568	14	1303108	77022	0.059106	0	0	0.619270	OP	OneGlobally	6	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	97018	97018	937	864578	42577	0.049246	0	0	4.962398	OP	OneLocally	7	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	98613	98613	999	554057	41723	0.075305	0	0	4.690320	DT		8	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	53391	53391	999	353539	41672	0.117871	0	0	5.991786	TTT		9	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	72361	72361	14	529790	77019	0.145376	0	0	1.387665	Quotient		10	TeacherDFSM		DFA_R1000_5_CiePP.fsm
1	4	1000	5	2	70434	70434	11	624381	81505	0.130537	0	0	8.949994	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	100037	100037	18	791108	93022	0.117584	0	0	11.253000	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	90035	90035	18	695001	73020	0.105065	0	0	11.639223	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	90054	90054	18	695093	73020	0.105051	0	0	11.308672	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	90067	90067	18	695151	73020	0.105042	0	0	11.353349	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	126751	126751	4	1084487	97023	0.089464	0	0	0.445579	OP	AllGlobally	5	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	135495	135495	13	1326468	73028	0.055054	0	0	0.626290	OP	OneGlobally	6	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	97136	97136	937	1000107	42825	0.042820	0	0	5.033600	OP	OneLocally	7	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	98101	98101	995	555345	41819	0.075303	0	0	4.674710	DT		8	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	53423	53423	996	354846	41705	0.117530	0	0	5.696788	TTT		9	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	68086	68086	13	500463	73017	0.145899	0	0	1.271270	Quotient		10	TeacherDFSM		DFA_R1000_5_uPv9l.fsm
1	4	1000	5	2	70854	70854	13	688352	102236	0.148523	0	0	13.978207	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	95037	95037	19	728055	77018	0.105786	0	0	12.665294	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	95037	95037	19	728055	77018	0.105786	0	0	13.677423	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	95055	95055	19	728137	77018	0.105774	0	0	12.510336	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	95072	95072	19	728224	77018	0.105761	0	0	12.608125	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	139689	139689	4	1115179	121029	0.108529	0	0	0.461119	OP	AllGlobally	5	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	145751	145751	15	1294979	81029	0.062572	0	0	0.618056	OP	OneGlobally	6	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	97405	97405	937	883702	42759	0.048386	0	0	5.189392	OP	OneLocally	7	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	99432	99432	999	565758	41991	0.074221	0	0	4.958786	DT		8	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	53765	53765	999	360650	41963	0.116354	0	0	6.041806	TTT		9	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	75927	75927	15	568857	81020	0.142426	0	0	1.664210	Quotient		10	TeacherDFSM		DFA_R1000_5_oUTnn.fsm
1	4	1000	5	2	106176	106176	18	932164	90000	0.096550	0	0	18.123752	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	90035	90035	18	683301	73017	0.106859	0	0	11.055190	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	90035	90035	18	683301	73017	0.106859	0	0	11.559487	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	90052	90052	18	683370	73017	0.106848	0	0	11.256125	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	90066	90066	18	683436	73017	0.106838	0	0	11.108644	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	114473	114473	3	894628	85020	0.095034	0	0	0.340988	OP	AllGlobally	5	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	135585	135585	13	1305104	73029	0.055956	0	0	0.600546	OP	OneGlobally	6	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	97077	97077	935	928154	42512	0.045803	0	0	5.181271	OP	OneLocally	7	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	98946	98946	997	556061	41842	0.075247	0	0	4.980114	DT		8	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	53545	53545	999	355073	41822	0.117784	0	0	6.119974	TTT		9	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	67623	67623	13	497234	73017	0.146846	0	0	1.273211	Quotient		10	TeacherDFSM		DFA_R1000_5_l749y.fsm
1	4	1000	5	2	101220	101220	17	912260	90089	0.098754	0	0	17.545804	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	85033	85033	17	650613	69016	0.106078	0	0	9.870181	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	85033	85033	17	650613	69016	0.106078	0	0	10.093846	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	85049	85049	17	650681	69016	0.106067	0	0	9.834984	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	85061	85061	17	650733	69016	0.106059	0	0	9.777243	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	136995	136995	4	1176142	121029	0.102903	0	0	0.476900	OP	AllGlobally	5	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	130715	130715	12	1251059	69018	0.055168	0	0	0.559161	OP	OneGlobally	6	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	97514	97514	937	888768	43087	0.048479	0	0	4.645932	OP	OneLocally	7	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	98543	98543	993	559865	41900	0.074839	0	0	4.614332	DT		8	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	53634	53634	999	358379	41869	0.116829	0	0	5.657845	TTT		9	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	64689	64689	12	476189	69016	0.144934	0	0	1.079524	Quotient		10	TeacherDFSM		DFA_R1000_5_0JawX.fsm
1	4	1000	5	2	106386	106386	18	902698	86125	0.095408	0	0	18.762689	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	85033	85033	17	653507	69016	0.105609	0	0	9.723561	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	85033	85033	17	653507	69016	0.105609	0	0	9.909476	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	85049	85049	17	653573	69016	0.105598	0	0	9.809048	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	85062	85062	17	653632	69016	0.105588	0	0	9.753508	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	144832	144832	4	1185432	109026	0.091972	0	0	0.491880	OP	AllGlobally	5	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	135530	135530	13	1263353	73021	0.057799	0	0	0.584536	OP	OneGlobally	6	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	97275	97275	937	898927	42714	0.047517	0	0	4.954304	OP	OneLocally	7	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	99318	99318	997	564014	41937	0.074355	0	0	4.607992	DT		8	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	53686	53686	999	359791	41902	0.116462	0	0	5.506571	TTT		9	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	68679	68679	13	507605	73017	0.143846	0	0	1.247251	Quotient		10	TeacherDFSM		DFA_R1000_5_M2qCv.fsm
1	4	1000	5	2	80496	80496	11	745985	93580	0.125445	0	0	11.062713	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R1000_5_PXrCR.fsm
1	4	1000	5	2	100038	100038	19	791213	81019	0.102398	0	0	13.207127	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R1000_5_PXrCR.fsm
1	4	1000	5	2	100039	100039	20	786220	81022	0.103053	0	0	16.640449	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R1000_5_PXrCR.fsm
1	4	1000	5	2	100061	100061	20	786327	81023	0.103040	0	0	14.968825	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R1000_5_PXrCR.fsm
1	4	1000	5	2	100077	100077	20	786407	81023	0.103029	0	0	14.836353	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R1000_5_PXrCR.fsm
1	4	1000	5	2	139490	139490	4	1103944	121029	0.109633	0	0	0.434216	OP	AllGlobally	5	TeacherDFSM		DFA_R1000_5_PXrCR.fsm
1	4	1000	5	2	145561	145561	15	1346730	81025	0.060164	0	0	0.630787	OP	OneGlobally	6	TeacherDFSM		DFA_R1000_5_PXrCR.fsm
1	4	1000	5	2	97209	97209	937	893814	42546	0.047601	0	0	4.903697	OP	OneLocally	7	TeacherDFSM		DFA_R1000_5_PXrCR.fsm
