Correct	FSMtype	States	Inputs	Outputs	Resets	OQs	EQs	symbols	Exploration	EE	BBresets	BBsymbols	seconds	Algorithm	CEprocessing	AlgId	Teacher	BB	fileName
1	2	100	5	5	2505	2505	1	12355	2505	0.202752	0	0	0.007663	L*	addAllPrefixesToS	0	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	2505	2505	1	12355	2505	0.202752	0	0	0.007372	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	2505	2505	1	12355	2505	0.202752	0	0	0.007352	L*	addSuffix1by1ToE	2	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	2505	2505	1	12355	2505	0.202752	0	0	0.007473	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	2505	2505	1	12355	2505	0.202752	0	0	0.007421	L*	addSuffixToE_binarySearch	4	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	4089	4089	1	20341	2505	0.123150	0	0	0.005714	OP	AllGlobally	5	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	4089	4089	1	20341	2505	0.123150	0	0	0.005602	OP	OneGlobally	6	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	4089	4089	1	20341	2505	0.123150	0	0	0.005608	OP	OneLocally	7	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	2763	2763	54	12338	1880	0.152375	0	0	0.005792	DT		8	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	2280	2280	54	11137	1871	0.167999	0	0	0.006950	TTT		9	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	2505	2505	1	12355	2505	0.202752	0	0	0.006025	Quotient		10	TeacherDFSM		Mealy_R100_5.fsm
1	2	100	5	5	3066	3066	2	15787	2964	0.187749	0	0	0.013024	L*	addAllPrefixesToS	0	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	3007	3007	2	15392	2906	0.188799	0	0	0.011758	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	3007	3007	2	15392	2906	0.188799	0	0	0.012053	L*	addSuffix1by1ToE	2	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	3008	3008	2	15396	2906	0.188750	0	0	0.011866	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	3009	3009	2	15401	2906	0.188689	0	0	0.011837	L*	addSuffixToE_binarySearch	4	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	6133	6133	2	35754	6515	0.182217	0	0	0.011273	OP	AllGlobally	5	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	4632	4632	2	23760	2906	0.122306	0	0	0.006782	OP	OneGlobally	6	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	4158	4158	3	20921	2527	0.120788	0	0	0.006003	OP	OneLocally	7	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	2850	2850	54	12686	1933	0.152373	0	0	0.005867	DT		8	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	2338	2338	54	11399	1927	0.169050	0	0	0.006825	TTT		9	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	2894	2894	2	14827	2906	0.195994	0	0	0.008015	Quotient		10	TeacherDFSM		Mealy_R100_5_M6sZH.fsm
1	2	100	5	5	3066	3066	2	15727	2964	0.188466	0	0	0.012705	L*	addAllPrefixesToS	0	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	3007	3007	2	15332	2906	0.189538	0	0	0.011539	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	3007	3007	2	15332	2906	0.189538	0	0	0.011624	L*	addSuffix1by1ToE	2	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	3008	3008	2	15335	2906	0.189501	0	0	0.011648	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	3009	3009	2	15340	2906	0.189439	0	0	0.011608	L*	addSuffixToE_binarySearch	4	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	6060	6060	2	35135	6515	0.185428	0	0	0.011068	OP	AllGlobally	5	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	4559	4559	2	23206	2906	0.125226	0	0	0.006616	OP	OneGlobally	6	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	4070	4070	2	20294	2515	0.123928	0	0	0.005721	OP	OneLocally	7	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	2700	2700	51	12365	1859	0.150344	0	0	0.005533	DT		8	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	2255	2255	51	11228	1856	0.165301	0	0	0.006529	TTT		9	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	2902	2902	2	14813	2906	0.196179	0	0	0.007251	Quotient		10	TeacherDFSM		Mealy_R100_5_Zi7Eu.fsm
1	2	100	5	5	3066	3066	2	16117	2964	0.183905	0	0	0.013247	L*	addAllPrefixesToS	0	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	3007	3007	2	15722	2906	0.184837	0	0	0.011993	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	3007	3007	2	15722	2906	0.184837	0	0	0.012531	L*	addSuffix1by1ToE	2	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	3008	3008	2	15725	2906	0.184801	0	0	0.012065	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	3009	3009	2	15730	2906	0.184743	0	0	0.012175	L*	addSuffixToE_binarySearch	4	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	6123	6123	2	36263	6515	0.179660	0	0	0.011259	OP	AllGlobally	5	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	4622	4622	2	24139	2906	0.120386	0	0	0.007069	OP	OneGlobally	6	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	4128	4128	2	21135	2510	0.118760	0	0	0.006077	OP	OneLocally	7	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	2894	2894	57	13242	1924	0.145295	0	0	0.006298	DT		8	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	2340	2340	57	11720	1915	0.163396	0	0	0.007423	TTT		9	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	2902	2902	2	15190	2906	0.191310	0	0	0.007500	Quotient		10	TeacherDFSM		Mealy_R100_5_UE1dQ.fsm
1	2	100	5	5	2505	2505	1	12305	2505	0.203576	0	0	0.007352	L*	addAllPrefixesToS	0	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	2505	2505	1	12305	2505	0.203576	0	0	0.007321	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	2505	2505	1	12305	2505	0.203576	0	0	0.007351	L*	addSuffix1by1ToE	2	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	2505	2505	1	12305	2505	0.203576	0	0	0.007405	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	2505	2505	1	12305	2505	0.203576	0	0	0.007348	L*	addSuffixToE_binarySearch	4	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	4119	4119	1	20399	2505	0.122800	0	0	0.005622	OP	AllGlobally	5	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	4119	4119	1	20399	2505	0.122800	0	0	0.005607	OP	OneGlobally	6	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	4119	4119	1	20399	2505	0.122800	0	0	0.005624	OP	OneLocally	7	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	2764	2764	54	12185	1911	0.156832	0	0	0.005658	DT		8	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	2318	2318	54	11039	1908	0.172842	0	0	0.006716	TTT		9	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	2505	2505	1	12305	2505	0.203576	0	0	0.005611	Quotient		10	TeacherDFSM		Mealy_R100_5_izzvu.fsm
1	2	100	5	5	3066	3066	2	16027	2964	0.184938	0	0	0.013202	L*	addAllPrefixesToS	0	TeacherDFSM		Mealy_R100_5_I8z9B.fsm
1	2	100	5	5	3007	3007	2	15573	2906	0.186605	0	0	0.011969	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		Mealy_R100_5_I8z9B.fsm
1	2	100	5	5	3007	3007	2	15573	2906	0.186605	0	0	0.012683	L*	addSuffix1by1ToE	2	TeacherDFSM		Mealy_R100_5_I8z9B.fsm
1	2	100	5	5	3008	3008	2	15579	2906	0.186533	0	0	0.012097	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		Mealy_R100_5_I8z9B.fsm
1	2	100	5	5	3009	3009	2	15585	2906	0.186461	0	0	0.012057	L*	addSuffixToE_binarySearch	4	TeacherDFSM		Mealy_R100_5_I8z9B.fsm
1	2	100	5	5	6574	6574	2	40650	8119	0.199729	0	0	0.013117	OP	AllGlobally	5	TeacherDFSM		Mealy_R100_5_I8z9B.fsm
1	2	100	5	5	4572	4572	2	23600	2906	0.123136	0	0	0.006775	OP	OneGlobally	6	TeacherDFSM		Mealy_R100_5_I8z9B.fsm
1	2	100	5	5	4087	4087	3	20690	2516	0.121605	0	0	0.005946	OP	OneLocally	7	TeacherDFSM		Mealy_R100_5_I8z9B.fsm
1	2	100	5	5	2769	2769	53	12447	1900	0.152647	0	0	0.005782	DT		8	TeacherDFSM		Mealy_R100_5_I8z9B.fsm
1	2	100	5	5	2285	2285	53	11073	1881	0.169873	0	0	0.006723	TTT		9	TeacherDFSM		Mealy_R100_5_I8z9B.fsm
