Correct	FSMtype	States	Inputs	Outputs	Resets	OQs	EQs	symbols	Exploration	EE	BBresets	BBsymbols	seconds	Algorithm	CEprocessing	AlgId	Teacher	BB	fileName
1	1	150	5	5	5292	5292	2	26586	3780	0.142180	0	0	0.028526	L*	addAllPrefixesToS	0	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	5258	5258	2	26385	3755	0.142316	0	0	0.025828	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	5258	5258	2	26385	3755	0.142316	0	0	0.026794	L*	addSuffix1by1ToE	2	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	5259	5259	2	26389	3755	0.142294	0	0	0.025993	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	5260	5260	2	26393	3755	0.142273	0	0	0.025763	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	10252	10252	2	56113	7361	0.131182	0	0	0.017979	OP	AllGlobally	5	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	8001	8001	2	39942	3755	0.094011	0	0	0.011551	OP	OneGlobally	6	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	7201	7201	3	35939	3755	0.104483	0	0	0.010635	OP	OneLocally	7	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	4596	4596	76	20507	2403	0.117179	0	0	0.010941	DT		8	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	3816	3816	76	18689	2395	0.128150	0	0	0.013345	TTT		9	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	3756	3756	1	19380	3755	0.193756	0	0	0.009850	Quotient		10	TeacherDFSM		DFSM_R150_5.fsm
1	1	150	5	5	5327	5327	2	27727	4414	0.159195	0	0	0.029751	L*	addAllPrefixesToS	0	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	5258	5258	2	27346	4356	0.159292	0	0	0.026974	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	5258	5258	2	27346	4356	0.159292	0	0	0.027317	L*	addSuffix1by1ToE	2	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	5259	5259	2	27350	4356	0.159269	0	0	0.027229	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	5260	5260	2	27354	4356	0.159245	0	0	0.027131	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	9540	9540	2	52936	7361	0.139055	0	0	0.016605	OP	AllGlobally	5	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	8040	8040	2	41325	4356	0.105408	0	0	0.011962	OP	OneGlobally	6	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	7254	7254	4	36598	3762	0.102793	0	0	0.011020	OP	OneLocally	7	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	4771	4771	82	20701	2432	0.117482	0	0	0.011568	DT		8	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	3875	3875	81	18456	2435	0.131935	0	0	0.013994	TTT		9	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	3756	3756	1	19530	3755	0.192268	0	0	0.010040	Quotient		10	TeacherDFSM		DFSM_R150_5_1mhBL.fsm
1	1	150	5	5	5327	5327	2	27447	4414	0.160819	0	0	0.028038	L*	addAllPrefixesToS	0	TeacherDFSM		DFSM_R150_5_DYlZJ.fsm
1	1	150	5	5	5258	5258	2	26928	4356	0.161765	0	0	0.025627	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFSM_R150_5_DYlZJ.fsm
