Correct	FSMtype	States	Inputs	Outputs	Resets	OQs	EQs	symbols	Exploration	EE	BBresets	BBsymbols	seconds	Algorithm	CEprocessing	AlgId	Teacher	BB	fileName
1	1	600	5	5	24128	24128	3	145648	17493	0.120105	0	0	0.979724	L*	addAllPrefixesToS	0	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	24010	24010	3	144818	17406	0.120192	0	0	0.847940	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	24010	24010	3	144818	17406	0.120192	0	0	0.848976	L*	addSuffix1by1ToE	2	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	24012	24012	3	144827	17406	0.120185	0	0	0.853103	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	24014	24014	3	144837	17406	0.120176	0	0	0.836885	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	43564	43564	2	275606	29411	0.106714	0	0	0.097391	OP	AllGlobally	5	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	37566	37566	3	224282	17406	0.077608	0	0	0.076581	OP	OneGlobally	6	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	31409	31409	11	184501	15024	0.081430	0	0	0.061241	OP	OneLocally	7	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	23413	23413	321	120263	11693	0.097229	0	0	0.138488	DT		8	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	18017	18017	321	104999	11644	0.110896	0	0	0.191627	TTT		9	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	15006	15006	1	90480	15005	0.165838	0	0	0.055081	Quotient		10	TeacherDFSM		DFSM_R600_5.fsm
1	1	600	5	5	24128	24128	3	145928	17493	0.119874	0	0	0.988101	L*	addAllPrefixesToS	0	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	24010	24010	3	144980	17406	0.120058	0	0	0.833807	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	24010	24010	3	144980	17406	0.120058	0	0	0.906457	L*	addSuffix1by1ToE	2	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	24012	24012	3	144991	17406	0.120049	0	0	0.835094	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	24015	24015	3	145010	17406	0.120033	0	0	0.836009	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	46580	46580	2	305832	39015	0.127570	0	0	0.119768	OP	AllGlobally	5	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	37581	37581	3	224348	17406	0.077585	0	0	0.080815	OP	OneGlobally	6	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	31415	31415	11	184583	15015	0.081346	0	0	0.068506	OP	OneLocally	7	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	23641	23641	322	120984	11742	0.097054	0	0	0.143323	DT		8	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	18020	18020	322	104926	11662	0.111145	0	0	0.193246	TTT		9	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	15006	15006	1	90580	15005	0.165655	0	0	0.052268	Quotient		10	TeacherDFSM		DFSM_R600_5_UOmHE.fsm
1	1	600	5	5	24128	24128	3	149528	17493	0.116988	0	0	1.012105	L*	addAllPrefixesToS	0	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	24010	24010	3	148698	17406	0.117056	0	0	0.867391	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	24010	24010	3	148698	17406	0.117056	0	0	0.867092	L*	addSuffix1by1ToE	2	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	24012	24012	3	148708	17406	0.117048	0	0	0.868668	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	24014	24014	3	148718	17406	0.117040	0	0	0.860042	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	43535	43535	2	282927	29411	0.103953	0	0	0.101070	OP	AllGlobally	5	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	37537	37537	3	230578	17406	0.075489	0	0	0.081850	OP	OneGlobally	6	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	31435	31435	15	190135	15024	0.079018	0	0	0.068124	OP	OneLocally	7	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	24007	24007	322	123869	11713	0.094560	0	0	0.144918	DT		8	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	18106	18106	322	106853	11666	0.109178	0	0	0.196330	TTT		9	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	15006	15006	1	92755	15005	0.161770	0	0	0.053478	Quotient		10	TeacherDFSM		DFSM_R600_5_9mBIs.fsm
1	1	600	5	5	24128	24128	3	148728	17493	0.117617	0	0	0.978885	L*	addAllPrefixesToS	0	TeacherDFSM		DFSM_R600_5_6Nl0T.fsm
1	1	600	5	5	24010	24010	3	147898	17406	0.117689	0	0	0.838045	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFSM_R600_5_6Nl0T.fsm
1	1	600	5	5	24010	24010	3	147898	17406	0.117689	0	0	0.846855	L*	addSuffix1by1ToE	2	TeacherDFSM		DFSM_R600_5_6Nl0T.fsm
1	1	600	5	5	24012	24012	3	147907	17406	0.117682	0	0	0.838535	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFSM_R600_5_6Nl0T.fsm
