States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	3	4	4	4	4	1	1	1	8	7	1	1	4	1	1	1	1	1	1	1	1	4	5	5	5	5	1	1	1	9	9	1	1	6	1	1	2	1	1	2	1	1	5	6	6	6	6	2	2	2	9	9	2	1	6	1	1	3	1	1	3	1	1	5	6	6	6	6	2	2	2.25	9	9	2	1	7	1	1	4	1	1	3	1	1	7	9	9	9	9	4	6	7	10	9	6	1	9	2	1	7	2	1	7	1	1	4.62	5.8	5.8	5.81	5.81	1.75	1.95	2.04	9.06	8.93	1.94	1	6.39	1.01	1	3.03	1.01	1	2.83	1	1
20	4	5	5	6	6	1	1	1	17	16	1	1	6	1	1	1	1	1	1	1	1	5	7	7	7	7	2	2.75	3	19	19	2.75	1	12	1	1	1.75	1	1	1	1	1	6	8	8	8	8	2	3	4	19	19	3	1	13	1	1	2	1	1	2	1	1	7	8	8	8	8	2	4	5	19	19	4	1	15	1	1	3	1	1	3	1	1	9	12	12	12	12	5	7	9	20	19	7	1	18	1	1	8	1	1	9	1	1	6.2	7.84	7.88	7.9	7.9	2.21	3.13	4.27	18.97	18.82	3.14	1	13.17	1	1	2.54	1	1	2.13	1	1
30	4	7	7	7	7	2	2	3	27	26	2	1	11	1	1	1	1	1	1	1	1	6	8.75	9	9	9	2	4	6	29	29	4	1	16	1	1	1	1	1	1	1	1	7	9	9	9	9	2	4	7	29	29	4	1	18	1	1	2	1	1	2	1	1	8	10	10	10	10	3	5	9	29	29	5	1	20	1	1	3	1	1	2	1	1	10	13	13	13	13	4	9	17	30	29	9	1	23	1	1	5	1	1	4	1	1	6.68	9.1	9.12	9.12	9.12	2.4	4.17	7.56	28.94	28.78	4.18	1	17.7	1	1	2.23	1	1	1.93	1	1
40	5	8	8	8	8	2	3	8	37	36	3	1	9	1	1	1	1	1	1	1	1	7	9	9	9	9	2	4	10	39	39	4	1	18	1	1	1	1	1	1	1	1	7	10	10	10	10	2	5	12	39	39	5	1	21	1	1	2	1	1	2	1	1	8	11	11	11	11	3	6	13	39	39	6	1	24	1	1	3	1	1	2	1	1	11	15	15	15	15	4	10	25	40	39	10	1	29	1	1	5	1	1	5	1	1	7.44	9.91	9.95	9.95	9.95	2.5	5.04	11.93	38.95	38.71	5.03	1	20.8	1	1	2.05	1	1	1.84	1	1
50	4	8	8	8	8	2	3	10	45	45	3	1	15	1	1	1	1	1	1	1	1	7	10	10	10	10	2	5	15	49	48	5	1	19.75	1	1	1	1	1	1	1	1	8	10	10	10	10	3	5	17	49	49	5	1	23	1	1	2	1	1	2	1	1	8.25	11	11	11	11	3	6	19	49	49	6	1	25	1	1	2	1	1	3	1	1	12	14	14	14	14	5	9	28	50	49	9	1	31	1	1	7	1	1	6	1	1	7.86	10.33	10.42	10.45	10.45	2.77	5.44	17.14	48.87	48.67	5.46	1	22.43	1	1	2.02	1	1	2.17	1	1
60	5	9	9	9	9	2	4	18	56	55	4	1	14	1	1	1	1	1	1	1	1	7	10	10.75	10.75	10.75	3	6	21	59	58	6	1	20	1	1	1	1	1	1	1	1	8	11	11	11	11	3	6	23	59	59	6	1	24	1	1	2	1	1	2	1	1	9	12	12	12	12	3	7	25	59	59	7	1	27	1	1	3	1	1	3	1	1	14	13	13	13	13	4	9	30	60	59	8	1	39	1	1	5	1	1	6	1	1	7.92	11.01	11.13	11.13	11.13	2.82	6.16	22.96	58.87	58.52	6.13	1	23.99	1	1	2.24	1	1	2	1	1
70	5	9	9	9	9	2	4	21	66	66	4	1	12	1	1	1	1	1	1	1	1	8	11	11	11	11	3	6	27	69	68	6	1	20	1	1	1	1	1	1	1	1	8	11	11	11	11	3	6	29	69	69	6.5	1	23.5	1	1	2	1	1	2	1	1	10	12	12	12	12	3	7	31	69	69	7	1	28	1	1	3	1	1	3	1	1	13	15	15	15	15	5	10	39	70	69	10	1	42	1	1	6	1	1	6	1	1	8.6	11.39	11.51	11.51	11.51	2.88	6.53	29.26	68.83	68.5	6.59	1	23.94	1	1	2.24	1	1	2.03	1	1
80	5	9	10	10	10	2	5	29	76	73	5	1	12	1	1	1	1	1	1	1	1	8	11	11	11	11	3	6	34	79	78	6	1	20	1	1	1	1	1	1	1	1	9	12	12	12	12	3	7	36	79	79	7	1	24	1	1	2	1	1	2	1	1	10	12	13	13	13	3	8	38	79	79	8	1	27.25	1	1	3	1	1	3	1	1	12	14	14	14	14	4	9	45	80	79	9	1	41	1	1	4	1	1	6	1	1	8.8	11.67	11.92	11.93	11.93	2.99	6.9	35.94	78.76	78.36	6.88	1	23.91	1	1	2.17	1	1	1.94	1	1
90	6	10	10	10	10	2	5	38	87	86	5	1	14	1	1	1	1	1	1	1	1	8	12	12	12	12	3	7	41	89	88	7	1	21	1	1	1	1	1	1	1	1	9	12	12	12	12	3	7	43	89	89	7	1	24	1	1	2	1	1	2	1	1	10	13	13	13	13	3	8	45	89	89	8	1	28	1	1	3	1	1	3	1	1	15	14	14	14	14	4	10	50	90	89	9	1	38	1	1	5	1	1	5	1	1	9.07	12.12	12.26	12.26	12.26	3	7.21	43.24	88.82	88.51	7.28	1	24.74	1	1	2.13	1	1	2.08	1	1
100	5	10	10	10	10	2	5	44	96	95	5	1	13	1	1	1	1	1	1	1	1	8	12	12	12	12	3	7	50	99	98	7	1	20	1	1	2	1	1	1	1	1	9	12	13	13	13	3	8	51.5	99	99	8	1	24	1	1	2	1	1	2	1	1	11	13	13	13	13	3	8	53	99	99	9	1	27	1	1	3	1	1	3	1	1	14	16	16	16	16	5	10	59	100	99	11	1	39	1	1	7	1	1	9	1	1	9.33	12.56	12.73	12.73	12.73	3.06	7.61	51.6	98.83	98.39	7.77	1	24.4	1	1	2.46	1	1	2.21	1	1
