States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	830	830	830	830	830	1121	1121	1121	422	413	830	5030	244	1118	7066	202	1513	8816	195	1139	6436	855	855	855	855	855	1177.75	1177.75	1177.75	490.25	473	855	5383.75	302.75	1261.25	7675.75	242	2138.25	12895.25	239.25	1227.5	6848.25	880	880	880	880	880	1210	1210	1210	517.5	496	880	5530.5	330.5	1330.5	7906	262.5	2471.5	15199	261	1304.5	7165.5	905	905	905	905	905	1255.25	1255.25	1255.25	562	534.25	905	5776.25	358.25	1405.25	8249.75	284.25	2770.75	17186.25	287.25	1356.5	7422.25	1447	1155	1155	1155	1155	2070	1550	1550	689	635	1155	6847	456	1681	9151	389	3956	24794	373	1599	8881	906.66	897.17	897.17	897.26	897.34	1242.69	1227.85	1222.01	524.69	502.35	895.5	5621.35	334.31	1335.92	7952.05	266.64	2505.75	15436.08	262.36	1304.55	7192.79
20	1855	1855	1855	1855	1855	2697	2697	2697	1189	1153	1855	11420	661	2774	17145	525	4254	24537	523	2733	15232	1930	1930	1930	1930	1930	2814.75	2814.75	2814.75	1328.75	1266.25	1930	12067.5	791.5	2977.25	17819	635.75	5396.75	32790	630.25	3020	16194.75	1980	1980	1980	1980	1980	2882	2882	2880	1407	1321.5	1980	12481.5	853	3081	18396.5	690.5	6475	39125.5	691.5	3117.5	16664.5	2030	2030	2030	2030	2030	2997.5	2997.5	2977	1457	1372.75	2030	13001.25	943.25	3247.5	18988.75	733.25	7712	47004	742	3240.75	17338.25	3027	2632	2632	2634	2639	5846	3660	3286	1666	1576	2523	16209	1261	4023	22091	1046	11066	62292	1045	3714	19148	2048.04	2022.16	2022.16	2022.36	2022.68	3060.38	2935.78	2903.11	1406.37	1325.05	2014.83	12643.44	874.64	3127.86	18549.68	700.42	6727.38	40593.53	690.67	3138.72	16778.76
30	3005	3005	3005	3005	3005	4508	4508	4508	2174	2046	3005	18004	1152	4403	27154	888	8360	48524	885	4632	24621	3105	3105	3105	3105	3105	4698	4698	4697.25	2369.75	2237.5	3105	19318.75	1386.5	4912.5	28770.75	1121	10533.5	63094.5	1108.75	4947	26035.25	3155	3155	3155	3155	3155	4764	4764	4753	2460.5	2295	3155	19948	1500	5098.5	29414	1211	11934.5	72703	1171	5112	26916.5	3211.25	3211.25	3211.25	3211.25	3211.25	4855.75	4855.75	4835	2549.25	2359.5	3211.25	20966	1608.75	5243.75	30105.25	1336.5	13662	82197.5	1270.25	5339.5	27701.75	4487	4121	4121	4124	4128	9270	5938	5165	2896	2601	3969	28596	2119	6054	32989	1585	18400	109241	1627	6214	30588	3294.54	3250.68	3250.68	3251.13	3251.67	5186.07	4867.55	4779.48	2476.12	2304.73	3232.09	20286.86	1504.11	5111.66	29497.29	1227.3	12183.61	73188.29	1191.66	5158.02	27045.21
40	4205	4205	4205	4205	4205	6376	6376	6376	3235	3040	4205	25166	1653	6249	38391	1255	11203	63681	1219	6489	34439	4348.75	4348.75	4348.75	4348.75	4348.75	6702	6702	6695.75	3556	3293.5	4348.75	27295	2001.25	6873.25	39914.5	1587.25	14919.5	88763	1603.75	7011	36665.5	4430	4430	4430	4430	4430	6860	6860	6805.5	3697	3396	4430	28290	2152	7084.5	40766.5	1700.5	17044	104599	1729	7208.5	37669.5	4561.25	4561.25	4561.25	4561.25	4561.25	7088.25	7088.25	6918	3832.75	3487.25	4561.25	29776.75	2299.25	7400.5	41925.5	1844.5	18913.5	114604.75	1858.25	7546	38844.5	6427	6091	6091	6094	6098	14155	8800	7711	4422	4079	5875	35189	2868	8551	47016	2505	30068	180534	2436	8898	44499	4663.56	4593.05	4593.05	4593.75	4594.61	7799.23	7010.87	6825.82	3695.65	3398.05	4556.8	28663.8	2172.16	7170.14	40993.97	1725.62	17423.35	104348.4	1741.49	7295.6	37828.56
50	5455	5455	5455	5455	5455	8480	8480	8480	4493	4154	5455	33192	2333	8295	49429	1844	14684	88158	1826	8587	45190	5630	5630	5630	5630	5630	8849.5	8849.5	8820	4853.5	4446.25	5630	35479	2798	8986.75	51448.75	2118.25	20362.25	121581.25	2120.75	9250.25	47933.25	5730	5730	5730	5730	5730	9119.5	9119.5	8939.5	4995	4571.5	5730	36820.5	2981.5	9270.5	52534	2259	23092.5	137260.5	2263	9595.5	49255.5	7354.5	6959.25	6959.25	6963	6967.75	14564.5	10195.25	9125.25	5207.5	4714	6708.75	38128.25	3138.25	9739.75	54103.25	2472.5	25588	153828.5	2439.75	9886	50766.5	9439	8637	8637	8645	8653	21586	12054	9582	5626	5136	8133	43158	3862	11386	57488	3093	33261	199966	3229	11068	55032	6304.55	6160.92	6160.92	6162.33	6164.14	11309.89	9443.43	8977.03	5027.79	4597.03	6071.01	37077.74	2978.97	9406.37	52762.51	2311.71	23326.95	138713.94	2296.95	9599.26	49409.51
60	6755	6755	6755	6755	6755	10699	10699	10699	5823	5386	6755	41224	3148	10490	60669	2369	21186	124880	2371	10835	57097	6930	6930	6930	6930	6930	11128.25	11128.25	11043	6217.75	5690.25	6930	43728.5	3444	11341.25	63914.25	2700.75	26732.5	157581.5	2695.25	11581	59885.5	8223.5	8055.5	8055.5	8057.5	8059.5	13795	12329	11181	6382.5	5808.5	7901	45298.5	3706.5	11831	65229.5	2878.5	29118.5	171156.5	2866.5	11950.5	61116	9077	8652	8652	8656.25	8661.25	19712	12882	11375.25	6551.5	5931.25	8349	46861.75	3956	12275.75	66377.25	3064	33228	200190	3084.5	12284.25	62784	11394	10385	10385	10395	10406	26623	14509	12242	7056	6371	9772	54188	4816	14592	72919	3899	42531	267422	3849	13433	66810	8070.24	7849.31	7849.31	7851.44	7854.14	15618.9	12054.92	11221.96	6399.21	5828.01	7691.02	45604.02	3745.06	11906.56	65157.57	2917.22	29966.87	178536.01	2909.68	11971.61	61301.67
70	8055	8055	8055	8055	8055	13055	13055	13036	7397	6707	8055	48885	3866	12829	73470	2728	26490	156747	2687	12868	67031	8298.75	8298.75	8298.75	8298.75	8298.75	13410.5	13410.5	13331.75	7734.5	7038.5	8298.75	52380	4226.25	13543.75	76462.75	3276	32050.75	192310	3177.5	13546	70473	10504.5	10112	10112	10115.5	10120.5	20597	15154.5	13486.5	7900.5	7131	9742	54003	4481.5	14133.5	78115	3478.5	36160.5	215175	3449.5	14134	72631.5	10777	10390.25	10390.25	10395.25	10401	23717.75	15645.25	13720.5	8048.75	7272	10017.5	56495.25	4751.5	14606.75	79605.75	3677.75	40017.5	238365.25	3638.25	14475.5	73947	15951	14316	14316	14326	14341	30635	19420	14475	8599	7764	13213	70331	6171	16917	86426	4404	52102	323444	4845	16621	79829	9814.76	9554.27	9554.27	9556.81	9560.06	19182.81	14741.96	13523.49	7902.62	7151.45	9320.78	54526.16	4551.17	14184.44	78053.8	3482.32	36264.3	217213.25	3442.61	14140.43	72536.34
80	9355	9355	9355	9355	9355	15210	15210	15200	8706	7898	9355	57796	4385	14615	84836	3038	28717	171791	3182	14752	78288	9848.75	9848.75	9848.75	9848.75	9848.75	16074	16074	15671.75	9173.75	8309.75	9848.75	61605.5	5136	15972.75	88917	3757.5	36994.75	222653.5	3777	16145.75	82995	12267	11871.5	11871.5	11875.5	11880	27206.5	17992	15859.5	9383.5	8484	11434.5	63677.5	5438	16412	90542.5	3980.5	40987	247337	4030	16572.5	84719	12544.5	12143	12143	12148	12154	28091.75	18492.75	16151.5	9631.25	8599.25	11723	65753.25	5729.25	17226.25	92301.75	4319.25	44891	267542.5	4334	17067	86838	15899	14890	14890	14899	14910	32840	21334	16869	10392	9392	13983	71952	6916	19431	102187	5837	60298	363228	5809	18855	92600	11823.66	11493.06	11493.06	11496.39	11500.41	24276.35	17666.32	15910.12	9406.77	8479.21	11161.28	63882.83	5466.7	16575.08	90629.1	4051.24	41639.53	247521.68	4101.42	16634.64	85018.6
90	10705	10705	10705	10705	10705	17518	17518	17518	10145	9180	10705	66478	5179	16816	97848	3936	36803	216376	3901	16786	90168	13089	12792.75	12792.75	12795.75	12799.5	24960.5	19824.5	18042.25	10671.75	9618	12438.75	69629	5761.75	18193	101837	4494.5	43181.5	254818.25	4430.25	18454.75	95062.5	13967	13572.5	13572.5	13578	13583.5	31316.5	20741.5	18233.5	10953.5	9852.5	13110	72266	6122	18707	103608	4714	46714.5	277618	4710	18987.5	97013.5	14207	13811.25	13811.25	13815.25	13819.75	32390.75	21118.75	18489.5	11208.5	10026.25	13306.75	74979	6455.25	19321	105705.5	4980	52345.25	314090.5	5093.75	19698	99374.5	17714	16567	16567	16578	16598	41772	23861	19102	12292	10767	15602	84671	7369	23183	111284	6347	75477	449637	6606	21426	104022	13521.97	13183.46	13183.46	13186.95	13191.4	28821.47	20354.31	18269.6	10944.19	9852.82	12791.37	72636.5	6131.11	18987.58	103744.63	4781.26	48309.4	287772.25	4812.75	19066.58	97159.43
100	12030	12030	12030	12030	12030	20111	20111	20025	11747	10692	12030	72981	5784	18836	110898	4434	40946	241894	4219	19491	101682	15427	15054.5	15054.5	15058	15063	31118.5	23044	20483.25	12344	11090.5	14520.25	78976	6790	20739	115605	5008.5	48446.5	285193.5	4967	20888.25	107648.25	15772	15333	15333	15338	15344	35513	23605.5	20714.5	12552.5	11263.5	14809	81162.5	7046.5	21462.5	117623	5279.5	53248	313450.5	5232.5	21440	109728.5	16027	15580.25	15580.25	15586	15591.75	40081	24012.25	21006	12862.5	11511.25	15022.5	83560.25	7428.5	22228.75	119845.75	5608.75	60978.25	365191.75	5633.5	22225.25	111825.75	20334	19256	19256	19267	19279	42420	28067	22251	13754	12257	18154	96797	8173	27503	125921	7451	76384	441980	6749	25382	124406	15610.63	15212.47	15212.47	15216.58	15221.52	33337.01	23478.11	20766.45	12626.56	11320.41	14701.98	81764.58	7092.07	21654.21	117831.78	5376.47	54793.34	324702.73	5332.14	21629.82	110123.77
