States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	291	293	293	295	295	1172	1172	1164	256	246	830	4933	157	981	5989	120	941	6049	115	748	4383	540.25	452	452	456.75	459.75	1238	1238	1228	322.75	298.5	855	5273.5	199.5	1153.5	6847	146	1147.25	7246.75	141	862	5009	612	482	482	486	489	1281.5	1281.5	1275	346.5	318	880	5428	222	1206.5	7199.5	160	1279	8047.5	158.5	914.5	5285.5	809	513	513	517.25	523.25	1334.5	1334.5	1324	377.5	346.25	905	5721	240	1306.75	7607.5	178.25	1445.25	9179	183.25	982.25	5540.5	1622	926	926	936	955	1972	1909	1895	676	607	1205	6977	350	1692	8885	324	2158	12845	277	1496	8600	662.2	498.74	498.74	502.79	506.1	1303.15	1298.65	1288.61	354.83	326.88	883.8	5513.9	224.32	1227.49	7256.58	165.84	1327.56	8378.9	167.09	926.43	5313.07
20	1057	1047	1047	1050	1053	2864	2864	2844	881	814	1855	10845	463	2442	14598	349	2980	18387	330	1968	11311	1644	1411.75	1411.75	1419	1425.75	3090.25	3090.25	3073.25	1065.75	953.5	1930	11923.5	583.75	2679.25	15840.75	402.75	3687.75	22710	419.75	2307.75	12904	1859.5	1511	1511	1517	1523	3156	3156	3137	1118	988	1980	12281.5	613	2800	16460	449.5	4222	25902	453.5	2397.5	13247	2163.75	1597.25	1577.75	1584.5	1593.75	3208.25	3208.25	3185.25	1171	1032.25	2030	13006.75	657.25	2930.25	17057.5	486	4711	29208.5	490.5	2514.25	13678	4045	3175	3175	3193	3207	6390	3886	3476	1349	1184	2402	14946	899	3654	20916	641	5831	36325	646	2881	15709	1935.65	1537.36	1510.38	1516.72	1522.59	3190.45	3165.41	3142.75	1121.7	998.17	1988.47	12462.1	632.31	2849.98	16627.45	453.74	4263.16	26172.93	459.67	2419.17	13306.42
30	1953	1672	1672	1675	1678	4825	4825	4790	1659	1538	3005	17861	889	3991	24130	627	5543	33276	625	3661	19657	2962.75	2461	2460	2464.75	2468.5	5084	5084	5052.75	1918.25	1690	3105	19212	1028	4376.75	25487	765	7143.75	43306.5	753.5	3939.5	21372.25	3741	2965	2953	2962.5	2971	5220.5	5220.5	5185.5	2030.5	1775.5	3155	20023	1127	4547	26306.5	837.5	7986.5	48815.5	828	4114	22001.5	4410.25	3221.75	3146.25	3154	3163	5329	5329	5272.25	2125.75	1854	3230	20848.5	1208	4811.5	27585	904.25	9278	56102.25	926.25	4349.75	23067.5	6447	4875	4045	4057	4074	11948	6513	5730	2528	2132	3984	23091	1434	6448	35821	1259	13185	80647	1129	4780	24985	3800.3	2944.82	2852.92	2861.32	2868.54	5588.85	5272.4	5183.36	2031.71	1776.81	3202.48	20123.02	1128.09	4627.98	26656.42	839.47	8299.25	50351.52	846.72	4145.79	22161.48
40	2703	3251	3251	3257	3263	7003	7003	6959	2614	2346	4205	25018	1394	5744	33538	935	8967	53723	977	5200	28567	4769	4115	4115	4125	4134	7284.75	7284.75	7230.5	2907.75	2529.25	4305	26628.75	1563.75	6127.75	35384.5	1161.75	11252.5	67390.5	1181	5847	30595.25	5304.5	4341	4317	4329	4340.5	7380.5	7380.5	7318	3010.5	2612	4405	27580	1681	6390.5	36684.5	1219.5	12288.5	73201.5	1256	6038	31746.5	6444.75	4759	4523.75	4535.5	4549.25	7567	7567	7480.25	3158.25	2718	4480	28678.25	1800.5	6760.5	38378.75	1347.75	14276.5	85076	1361.75	6214.75	32550.5	8276	8666	6398	6418	6433	14062	8712	7937	3537	3023	5320	31232	2148	8719	47861	1754	18224	109112	1627	7044	35962	5427.23	4472.77	4308.31	4318.22	4327.26	7753.35	7470.81	7366.19	3042.02	2636.1	4437.86	27585.77	1698.66	6476.38	37163.07	1249.42	12726.43	76372.28	1279.53	6015.51	31651.17
50	3438	4181	4181	4188	4194	9285	9285	9226	3744	3263	5430	31876	1856	7526	43899	1317	10967	63590	1337	7038	38000	6599.25	5484	5466	5476	5485.75	9592.75	9592.75	9529	4029	3488	5580	34291	2176.25	8091	46460.75	1547.75	15214	91718.25	1655.75	7744.25	40475.5	8003	5789	5715	5725.5	5732	9773	9773	9688.5	4211.5	3597.5	5655	35460.5	2327.5	8338.5	47713.5	1660	16638.5	100487.5	1755	8059.5	41659.5	8896.5	6865.75	6580	6593	6606	9964.25	9964.25	9871.75	4359.25	3735	5736.25	36839.25	2443.25	8657.5	48966	1838.75	19766.5	117058	1919.5	8354.75	42878.25	13210	10960	9567	9589	9615	20653	12725	10657	5029	4136	8059	43444	2734	10590	59934	2377	24977	149116	2347	9802	47309	7896.5	6158.5	5950.03	5961.15	5970.78	10434.69	9876.64	9698.92	4208.1	3612.71	5761.2	35912.91	2321.05	8408.78	48025.81	1699.25	17467.73	104689.05	1796.94	8081.52	41709.58
60	5604	5251	5251	5259	5265	11602	11602	11529	4821	4231	6705	39600	2368	9274	54080	1739	15886	95050	1731	8918	48287	8041.75	6933.75	6908.75	6916.25	6924.75	11935	11935	11853.25	5138.75	4433	6880	42966.75	2800.75	9920.75	57397.25	2029.75	20167.75	120394.75	2061	9585.5	50073.25	9771	7843.5	7516.5	7527	7540	12245	12245	12030.5	5356.5	4570	6980	44237	2958.5	10218	58636.5	2172	22590.5	135879.5	2220	9976.5	51201	10591.5	8610.5	8540.5	8556	8567.25	12730.5	12730.5	12261	5540.25	4723.5	7273.75	45406	3068.5	10735	60917.25	2341.25	25410.5	150934	2364.25	10349	52839.5	14976	16483	10422	10445	10457	25699	14466	12852	6277	5271	8697	50838	3562	11988	66771	2884	31673	187144	2884	11305	58016	9636.78	8029.64	7723.7	7736.08	7746.9	14404.88	12513.87	12080.78	5366.98	4593.75	7270.01	44337.01	2959.62	10354.88	59241.8	2194.07	22996.62	137167.9	2230.65	9990.75	51594.91
70	7215	6561	6561	6567	6573	14159	14159	14077	6107	5315	8030	48270	3225	11188	65488	2249	21059	125380	2326	11168	57696	9700.75	8340.5	8340.5	8348.5	8357.5	14466	14466	14358.75	6461	5525.75	8180	51388	3472.5	11882.5	68485	2564.75	26032.25	153857.75	2629	11814.5	60886.75	11666	9586.5	8914.5	8925	8931.5	14658	14658	14499.5	6616	5643.5	8305	52468.5	3640.5	12285	69729	2767.5	29004.5	174458	2836	12286.5	62347.5	13482.75	10355.75	10208.5	10222.25	10242.5	15065.75	15065.75	14691	6837.25	5807.25	8486.25	54041.5	3800.25	12697	71563.5	2869.5	32774.5	194791.75	2962	12778.5	64193.25	21486	15331	12803	12827	12840	31556	17873	15720	7643	6628	10506	59913	4529	15145	84710	3743	44338	261912	3761	14596	70007	11830.02	9671.32	9396.42	9408.42	9419.35	17160.97	15022.41	14544.05	6665.31	5682	8606.48	52809.3	3663.42	12372.11	70451.81	2754.86	29722.02	176395.65	2828.63	12319.24	62572.78
80	8485	9241	9241	9251	9261	16493	16493	16391	7322	6235	9305	56730	3696	13052	76500	2596	24716	149226	2813	13221	69149	12936.5	9865.5	9857.75	9865.25	9871.25	16962.25	16962.25	16827.75	7695.5	6567.5	9530	59225.25	4126.5	13822.75	79127.75	3032.5	30930.5	183387.5	3102	13996.25	71668.25	14323	11701.5	11627.5	11642	11656	17213	17213	17006	7935	6724	9680	61211.5	4317.5	14256.5	81459.5	3156.5	33687.5	201016.5	3313	14406.5	72891	16410.25	13615.75	12088	12103.75	12122.5	27136.75	19120.25	17253.5	8121	6885.5	11301	63072.75	4530.25	14753.75	84013	3463	37793.5	224518.75	3516.25	14869.75	74386.25	24999	16947	16126	16158	16164	38723	20501	18075	9027	7461	12045	72477	5726	17133	94502	4674	57083	338314	4299	16638	79763	14520.25	11840.59	11518.37	11532	11544.85	21173.06	17786.28	17050.61	7946.92	6748.85	10146.91	61550.9	4358.63	14346.56	82094.9	3259.73	34995.22	207820.97	3355.84	14476.64	73135.65
90	9695	10541	10541	10553	10563	19185	19185	19074	8675	7474	10630	62927	4225	14512	86488	3179	28129	164865	3219	14498	76344	15363.75	11826.25	11745.25	11753.25	11759.25	19626.5	19626.5	19454.25	9094	7748.25	10948.75	69516.25	4873	15885.75	90820.5	3577.75	37491.5	222206.75	3697.75	16206.75	82193.5	16987.5	13564.5	13431	13445.5	13459.5	19919	19919	19667.5	9352.5	7909.5	11080	71002.5	5080.5	16297.5	92658.5	3795.5	40508.5	239261.5	3910	16667.5	84085	19181.75	14854.25	13920	13936.25	13956.75	28757.75	21836	19990.25	9523	8051.75	12913	73622.25	5278.75	16741	95315.75	4024.75	44449.5	264252.75	4153.5	17310.5	86146.25	25346	21403	17075	17103	17116	45576	25067	21141	10107	8651	15356	83297	6229	18541	103217	5118	55280	328359	5274	19817	95327	17178.02	13810.4	13282.18	13296.88	13309.06	24277.85	20558.34	19735.69	9337.16	7913.91	11629.55	71798.19	5084.95	16389.3	93283.38	3821.59	41010.73	242474.16	3949.42	16741.38	84229.97
100	11376	11890	11890	11900	11909	21743	21743	21614	9645	8452	12030	74476	4922	16945	98732	3351	31175	183582	3379	17130	87341	16704	14602.75	14602.75	14616.5	14630.5	22221.25	22221.25	21996.25	10487.5	8902.75	12298.75	77744.25	5649.5	17964.25	102769.75	4152	42981	254427	4124.75	18356.75	93420.75	17604	15131.5	15061	15076.5	15093	22569	22569	22271	10778	9088.5	12430	80382	5858	18477	104439	4344	47434.5	279076	4449	18910	95631.5	21034.25	17379.5	15982.75	15995.75	16006.25	38928	24939.75	22501.25	11048.25	9271	14519.25	83059.5	6082	18966.75	106493.75	4702.5	52238.5	308586.25	4756	19810.5	97613	28136	26610	18753	18787	18794	50264	26521	23794	11797	9877	15436	94879	7126	21302	118341	5940	72473	423135	6078	22536	104129	18825.98	15572.94	15169.21	15183.49	15196.81	27812.57	23270.38	22294.42	10761.08	9100.01	13075.7	80783.73	5901.31	18483.21	105057.69	4444.23	48373.64	285453.36	4484.25	19051.66	95756.01
