States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	202	203	203	204	204	1282	1282	1276	189	182	1011	9142	91	967	9454	18	856	9375	8	225	2631	303	305	305	307	307	1296.75	1296.75	1290.75	206	197	1011	9150	114	991	9791.25	30	890.75	9719.75	19	297	3498.75	363	305	305	307	307	1307	1307	1302	221	209.5	1011	9153	119	1000.5	9877.5	37	920.5	9906.5	25	332	3758	363	305	305	307	308	1314.5	1314.5	1309.5	232.25	219	1011	9156	125.25	1016	9966	44	1104.75	11989.5	31	369.75	4114.25	524	407	407	410	412	1338	1338	1334	269	247	1011	9165	151	1091	10215	59	1521	16453	46	469	4906	343.39	301.94	301.94	303.91	304.44	1307.2	1307.2	1302.1	221.85	210.17	1011	9153.05	119.73	1004.69	9873.26	37.61	1005.49	10970.16	25.28	332.1	3776.67
20	603	605	605	607	607	2672	2672	2661	522	493	2011	18188	240	1956	19458	25	1739	19343	21	561	6895	844	807	807	810	811	2701.5	2701.5	2691.75	563.5	525.5	2011	18201	282.75	2010.75	20062	59	2296.25	24864.5	49.75	674.5	7765.25	884	807	807	810	811	2719	2719	2709.5	584.5	542.5	2011	18205	302.5	2035	20133	68	2526.5	27385	60	742	8380.5	1105	1009	1009	1013	1014	2742	2742	2734	615.25	568	2011	18210	317.25	2066.5	20189.25	78.75	2761	29890	70	810.75	8911.75	1506	1211	1211	1216	1219	2832	2832	2825	716	654	2011	18222	414	2183	20545	137	3749	40600	128	1039	10609	942.24	841.34	841.34	844.51	845.69	2722.56	2722.56	2713.66	591.11	547.29	2011	18205.5	301.47	2040.19	20093.49	70.93	2558.11	27705.39	61.29	748.52	8373.64
30	903	905	905	907	907	4053	4053	4035	827	779	3011	27227	401	2933	29601	59	3056	32961	58	925	10332	1284	1207	1207	1210	1211	4109	4109	4094	911.25	847.25	3011	27251	470	2994	30039.25	91.25	4012.75	43175.75	90.25	1066	11953	1605	1509	1509	1513	1514	4146.5	4146.5	4132.5	959.5	888	3011	27258	494.5	3028.5	30136	105	4314	46496.5	102	1149	12849	1655	1509	1509	1513	1515	4169.25	4169.25	4155.25	999	915.25	3011	27264	515.25	3082.25	30266.25	116.5	4746	50806.25	116.25	1256.25	13643.25	2106	2113	2113	2119	2123	4257	4257	4246	1100	1001	3011	27279	601	3253	30516	183	5740	62281	171	1636	17105	1539.75	1391.21	1388.2	1391.81	1393.51	4142.14	4142.14	4128.04	957.07	882.87	3011	27257.48	494.54	3045.44	30148.48	106.48	4353.63	46882.38	103.66	1171.9	12933.64
40	1203	1607	1607	1610	1611	5521	5521	5499	1250	1163	4011	36296	605	3852	39626	101	4880	52435	93	1300	14921	2055	1607	1607	1610	1611	5572.75	5572.75	5553.75	1343	1234	4011	36314.75	684	4003.75	39980.25	135.75	5754.5	61696.25	132.5	1520	16767.25	2155	2009	2009	2013	2015	5600	5600	5582	1383	1261.5	4011	36322	713	4061.5	40213.5	154	6106	65648.5	148.5	1616.5	17710	2541	2009	2009	2013	2015	5635.5	5635.5	5619.25	1432	1298.5	4011	36328	749	4121.25	40398.75	176	6832	73256	169.5	1711.25	18578.25	3157	2813	2813	2819	2823	5752	5752	5737	1571	1421	4011	36341	843	4363	41116	240	7962	85323	224	2157	22150	2211.51	1968.8	1968.8	1972.7	1974.52	5606.25	5606.25	5588.06	1386.43	1267.58	4011	36320.92	718.35	4061.06	40220.49	157.38	6213.3	66648.31	151.07	1635.84	17844.77
50	2004	2007	2007	2010	2011	6954	6954	6930	1640	1514	5011	45327	831	4787	49683	130	6212	66354	138	1617	17664	2592.5	2509	2509	2513	2515	7023.75	7023.75	7000.75	1759.75	1602.75	5011	45369	908	4953	50029.5	173.75	7338	78909	174.5	1879.75	20992.25	2655	2509	2509	2513	2515	7056.5	7056.5	7032	1801	1630.5	5011	45376	947	5047	50255	198.5	8224.5	88105	190.5	2045.5	22346.5	3246	2634.25	2509	2513.25	2516	7091.5	7091.5	7070.5	1840	1675	5011	45382	972.5	5157	50468.5	222.5	8838.5	94295.25	214.25	2210	23426	4488	3512	3011	3017	3020	7280	7280	7260	2062	1865	5011	45402	1098	5517	50949	297	11104	118443	304	2557	26658	2934.35	2569.21	2554.18	2558.3	2560.4	7059.64	7059.64	7036.7	1802.46	1641.15	5011	45375.19	945.59	5066.23	50267.18	201.39	8155.26	87236.26	196.2	2046.87	22239.34
60	2404	2407	2407	2410	2411	8439	8439	8409	2114	1941	6011	54369	1007	5807	59665	165	7533	79792	163	1936	22458	3105	3009	3009	3013	3015	8500.75	8500.75	8472	2203	2006.75	6011	54405	1139.5	5986.75	60215.5	234	9544.5	101175	226	2385.5	26094.5	3666	3009	3009	3013	3015	8532	8532	8506	2244	2031.5	6011	54414	1174	6100	60477	256	10109	108196.5	255.5	2551	27791	3846	3611	3611	3616	3619	8562.25	8562.25	8538	2281.75	2060	6011	54421.25	1228.75	6170.25	60704.25	284	10911.25	116174.75	278.25	2751.75	29235.25	5949	4213	4213	4219	4223	8692	8692	8668	2496	2213	6011	54445	1391	6465	61675	380	13716	146730	359	3198	33162	3513.39	3279.86	3255.82	3260.27	3262.6	8535.7	8535.7	8508.35	2248.84	2037.88	6011	54413.01	1182.25	6093.71	60478.71	258.89	10166.88	108555.18	256.29	2553.3	27632.23
70	2844	2807	2807	2810	2811	9874	9874	9839	2533	2303	7011	63447	1273	6722	69507	214	9359	99603	201	2391	26939	3655	3509	3509	3513	3515	9978.75	9978.75	9944.75	2639.5	2390.75	7011	63476.75	1378.75	6960.75	70350.5	281.25	11236.5	121474.75	268	2810	30611.5	4386	3509	3509	3513	3515.5	10021.5	10021.5	9989.5	2692	2437	7011	63483	1426	7064	70687.5	311	12205.5	130393	301.5	2980.5	32114	4461	4211	4211	4216	4219	10057	10057	10027.25	2765.75	2483.5	7011	63491.5	1466.75	7205.25	71016.5	344	13124	139704	343	3139.75	33649.75	6168	4913	4913	4919	4923	10276	10276	10243	2967	2685	7011	63532	1711	7669	72039	455	16107	172160	425	3784	40036	4324.42	3852.97	3845.96	3850.45	3852.77	10022.65	10022.65	9990.54	2703.88	2443.18	7011	63483.73	1435.15	7095.96	70713.91	313.75	12322.59	131627.72	305.39	3000.38	32312.96
80	3244	4009	4009	4013	4014	11376	11376	11339	2982	2724	8011	72514	1471	7637	79648	232	10728	114483	241	2785	31470	4866	4009	4009	4013	4015	11462	11462	11423.75	3094.25	2799.75	8011	72537.75	1594.75	7964.75	80582.5	335.5	13658	145564.75	319.75	3309.75	35835.75	4986	4811	4811	4816	4818	11502	11502	11465.5	3154.5	2844.5	8011	72547	1655	8072.5	80952	367.5	14402	154364	361	3442.5	37279	5817	4811	4811	4816	4819	11542	11542	11506.25	3214.5	2889.75	8011	72559.25	1727.5	8212	81320.5	400.5	15205.75	162279.5	391	3704.75	39149.75	7749	5613	5613	5619	5624	11682	11682	11649	3411	3046	8011	72586	1970	8823	82727	488	17664	188272	474	4145	43718	5157.7	4514.25	4506.24	4510.87	4513.44	11508.58	11508.58	11471.44	3157.6	2847.97	8011	72548.9	1673.55	8102.23	81004.3	365.7	14409.15	153977.2	359.35	3479.01	37408.08
90	3684	4509	4509	4513	4514	12880	12880	12834	3433	3122	9011	81540	1761	8627	89821	308	13177	140506	325	3209	34915	5526	4509	4509	4513	4515	12980.5	12980.5	12937.5	3592.75	3239	9011	81560.75	1865.5	8963.75	90768.25	388.5	15549.25	165270.25	379	3741.75	39751.25	5646	5411	5411	5416	5419	13009	13009	12968	3640	3267	9011	81572	1916.5	9140.5	91167.5	426.5	16672.5	178768	429	3927	42168.5	6587	5411	5411	5416	5419	13043.75	13043.75	13006	3693.25	3311.5	9011	81581.25	1980.25	9323.75	91607.75	467	18111.75	193269.5	466	4163	43498.5	7688	7214	6313	6320	6324	13156	13156	13119	3870	3438	9011	81596	2228	9776	92434	557	20771	222756	547	4837	49682	5874.49	5239.59	5212.56	5217.37	5220.13	13012.81	13012.81	12971.49	3641.8	3271.58	9011	81571.34	1925.73	9155.13	91212.07	429.66	16820.46	179283.08	427.5	3942.93	42002.45
100	4004	5009	5009	5013	5014	14374	14374	14320	3853	3519	10011	90595	1852	9611	99680	311	15375	163393	319	3369	38231	6126	6011	6011	6016	6018	14480.25	14480.25	14431.5	4064.5	3651.5	10011	90621	2103.75	9908.75	101083.25	459.25	17834.5	190680.75	444.75	4157	44653	6246	6011	6011	6016	6019	14519	14519	14471	4131.5	3701.5	10011	90636	2190	10107.5	101583	498	19226.5	204122	491.5	4437.5	47313	7287	6011	6011	6016	6020	14579.5	14579.5	14536	4198.25	3754.5	10011	90647.25	2248.25	10280.25	101858	539	20327	216893	523.5	4726.25	49527.75	9549	8015	8015	8022	8026	14701	14701	14658	4398	3922	10011	90674	2446	10831	103323	647	22526	242353	612	5201	54425	6664.25	6041.01	5990.96	5995.99	5998.76	14525.9	14525.9	14479.44	4129.28	3703.19	10011	90634.21	2183.25	10118.78	101547.11	491.69	19100.44	203848.03	484.37	4427.34	47159.47
