States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	306	306	306	306	306	390	390	384	147	144	256	1166	41	220	1119	9	183	1092	7	55	306	306	306	306	306	306	398	398	392.75	165	156.75	256	1169	43	238	1212	17.75	193.75	1144.75	13	73.75	402.75	306	306	306	306	306	403	403	398	171.5	160	256	1171	46	242	1232.5	21	201	1163.5	15.5	83	439.5	306	306	306	306	306	408	408	403.25	180.25	168.25	256	1172	51	247.25	1256	24.25	207.5	1186.75	19	90	491.25	392	358	358	359	360	544	444	416	195	179	256	1176	64	263	1305	37	320	1840	32	114	593	306.86	306.52	306.52	306.53	306.54	404.78	403.78	398.25	171.91	161.55	256	1170.64	47.48	243.35	1231.23	21.3	209.37	1217.87	16	82.78	441.9
20	606	606	606	606	606	826	826	815	379	352	506	2304	81	472	2446	19	379	2270	14	121	622	606	606	606	606	606	844	844	834	405	370	506	2313	96.75	490	2512.75	27	417	2471.25	24	149	827	606	606	606	606	606	851	851	840	419.5	378	506	2315	103.5	494.5	2520.5	33	466	2734	30	161	883	606	606	606	606	606	859	859	849.25	431	387.25	506	2317	111	501.25	2529.25	39.25	511.25	3011.5	34	174.5	951.25	742	708	708	709	710	1267	966	876	474	419	506	2321	133	528	2553	73	677	3901	51	211	1104	607.36	607.02	607.02	607.03	607.04	855.07	852.06	841.54	419.16	379.33	506	2314.87	103.68	496.03	2516.66	33.79	474.73	2802.51	30.03	162.94	886.66
30	906	906	906	906	906	1276	1276	1257	601	558	756	3444	127	714	3711	22	570	3429	22	186	1031	906	906	906	906	906	1295.75	1295.75	1280	656.75	591	756	3450	147.75	727.75	3753	38	651	3815.5	38	223.5	1200	906	906	906	906	906	1310.5	1310.5	1294.5	680.5	607.5	756	3453	160	739.5	3769	45.5	729.5	4335	43	238.5	1306	906	906	906	906	906	1321.25	1321.25	1306	712.25	620	756	3457	173	751	3779.25	52.25	796.75	4673.75	51	254.25	1404	1092	1058	1058	1059	1060	2043	1464	1340	793	666	756	3463	212	806	3831	78	964	5691	74	298	1723	913.44	912.08	912.08	912.12	912.16	1332.35	1314.31	1294.23	683.67	606.17	756	3453.6	160.67	741.63	3768.48	45.1	728.43	4313.88	44.46	238.78	1303.82
40	1206	1206	1206	1206	1206	1736	1736	1715	906	801	1006	4590	171	945	4938	36	778	4627	39	256	1316	1206	1206	1206	1206	1206	1774	1774	1753.75	952	836.75	1006	4600.75	214	966.75	4990	52.75	927.5	5415	53	299.75	1652.5	1206	1206	1206	1206	1206	1786	1786	1767	981.5	855.5	1006	4604	235	978.5	5002.5	60	1030.5	6080.5	59.5	330	1788.5	1206	1206	1206	1206	1206	1801.25	1801.25	1782	1007.25	871	1006	4607	250.25	993.5	5020.5	70	1160	6844.25	73	356.5	1889.75	1442	1408	1408	1409	1410	2579	1989	1822	1069	910	1006	4615	290	1048	5070	94	1550	9034	110	451	2208	1213.08	1212.06	1212.06	1212.09	1212.11	1803.86	1791.86	1767.39	980.62	854.79	1006	4603.66	233.45	981.98	5005.83	61.71	1050.66	6181.16	61.84	328.85	1772.32
50	1506	1506	1506	1506	1506	2222	2222	2198	1165	1044	1256	5698	251	1174	6146	50	1006	5872	45	318	1754	1506	1506	1506	1506	1506	2251	2251	2225.75	1256.5	1087.75	1256	5723	286.5	1200.75	6217.75	69	1199.75	7036	69	380.75	2061.5	1506	1506	1506	1506	1506	2265.5	2265.5	2239.5	1275	1103.5	1256	5728	305	1213	6234	79	1338	7830	78.5	400	2147.5	1506	1506	1506	1506	1506	2281.25	2281.25	2253.25	1315	1120.25	1256	5733	328	1229	6261	94	1500	8704.75	88.25	428.25	2269	1792	1758	1758	1759	1760	3540	2538	2319	1410	1181	1256	5744	375	1282	6326	126	1926	11075	116	503	2542	1528.88	1526.16	1526.16	1526.24	1526.32	2347.96	2282.86	2240.84	1284.06	1103.84	1256	5727.71	306.12	1216.35	6238.24	81.39	1365.02	7972.04	79.15	403.46	2162.69
60	1806	1806	1806	1806	1806	2684	2684	2653	1485	1296	1506	6852	306	1386	7356	60	1219	7180	61	414	2219	1806	1806	1806	1806	1806	2731.5	2731.5	2699.75	1559.75	1338.75	1506	6868	362.5	1434.75	7440.5	87	1550.75	9057.75	84.75	447.75	2459	1806	1806	1806	1806	1806	2750.5	2750.5	2716.5	1592.5	1355	1506	6872	385.5	1450.5	7467	99.5	1649.5	9597	97	486.5	2623	1806	1806	1806	1806	1806	2777.5	2777.5	2734.25	1626	1376.25	1506	6876.25	408.25	1467.25	7494.25	109.25	1813.75	10664.5	109.25	526.25	2780	2177	2108	2108	2109	2110	4258	3087	2784	1728	1433	1506	6885	469	1565	7562	148	2427	14192	136	637	3250	1861.86	1854.32	1854.32	1854.48	1854.64	2943.76	2793.58	2719.1	1593.88	1356.88	1506	6871.93	385.13	1453.57	7466.48	99.11	1684.21	9823.93	97.23	489.66	2623.19
70	2106	2106	2106	2106	2106	3182	3182	3148	1804	1563	1756	7996	397	1635	8597	75	1501	8770	74	460	2480	2106	2106	2106	2106	2106	3225	3225	3191	1865.5	1596	1756	8012	455	1664	8663.75	105	1810.75	10507.5	106.75	552.75	2911.5	2106	2106	2106	2106	2106	3236.5	3236.5	3202	1910	1620.5	1756	8017	480	1684	8700	117	1989.5	11589.5	120.5	585	3089.5	2106	2106	2106	2106	2106	3255	3255	3218	1948	1638	1756	8023	505	1702.5	8721.25	131.25	2189	12669.75	135.5	622.25	3185.5	2527	2458	2458	2459	2461	5302	3621	3277	2071	1719	1756	8034	590	1794	8827	172	3248	18864	190	746	3602	2145.65	2141.2	2141.2	2141.3	2141.41	3389.74	3270.6	3203.94	1910.58	1618.87	1756	8017.03	479.28	1689.84	8695.88	117.8	2019.37	11740.97	120.93	586.92	3080.99
80	2406	2406	2406	2406	2406	3655	3655	3614	2086	1802	2006	9138	450	1854	9808	104	1682	9674	104	520	2962	2406	2406	2406	2406	2406	3716.75	3716.75	3677	2204.75	1864	2006	9152	535	1904.5	9886.5	127	2172.5	12624.25	127	628.5	3322.75	2406	2406	2406	2406	2406	3734	3734	3695	2239	1883.5	2006	9159	560.5	1920	9917.5	138.5	2379	13788.5	138	660	3529.5	2406	2406	2406	2406	2406	3753	3753	3712	2294.5	1906.5	2006	9166	592.25	1942.25	9939.25	154	2513.5	14566.5	151	695.25	3694.5	3328	3210	3210	3212	3214	5727	4528	3792	2373	1987	2006	9183	703	1991	10011	207	3337	19187	193	819	4142	2455.51	2450.22	2450.22	2450.33	2450.44	3894.97	3774.89	3695.29	2246.15	1886.4	2006	9159.45	560.59	1921.61	9913.43	141.39	2391.22	13842.64	140.02	667.36	3525.72
90	2706	2706	2706	2706	2706	4180	4180	4139	2450	2092	2256	10279	543	2085	10967	123	1970	11230	117	662	3530	2706	2706	2706	2706	2706	4217	4217	4172	2545.75	2141	2256	10298.75	619.75	2128	11086.75	144	2481.25	14363.5	142.5	721	3813.75	2706	2706	2706	2706	2706	4238.5	4238.5	4193	2585	2158	2256	10306	647.5	2158	11124	162	2792.5	16122	161	762.5	4024.5	2706	2706	2706	2706	2706	4285	4285	4208.75	2633	2185	2256	10313.25	685.75	2176	11175.25	179	3025.5	17305	176.25	805.5	4184.5	3227	3158	3158	3159	3160	6505	4710	4266	2768	2264	2256	10332	803	2318	11317	214	3706	21610	204	897	4511	2814.32	2805.44	2805.44	2805.66	2805.88	4655.61	4331.33	4193.04	2589.3	2161.04	2256	10305.89	654.28	2159.06	11131.55	162.28	2777.76	16043.78	160.46	766.21	4020.9
100	3006	3006	3006	3006	3006	4666	4666	4610	2674	2317	2506	11419	641	2306	12196	126	2386	13716	130	656	3755	3006	3006	3006	3006	3006	4713.25	4713.25	4662.75	2855.5	2397.5	2506	11438	711	2357	12292.75	179.75	2970.5	16989.75	175.75	831.75	4348	3006	3006	3006	3006	3006	4735.5	4735.5	4683	2912	2427	2506	11447	744	2380.5	12329	192	3256	18597.5	191	869	4515.5	3140	3131.5	3131.5	3131.75	3132	5158	4908	4706	2965.75	2448	2506	11454	777.25	2405.25	12373.75	208.25	3487.25	20117.25	205	902.5	4676.5	4128	4010	4010	4012	4014	7334	5775	4802	3218	2569	2506	11488	920	2570	12573	249	4288	24484	281	1057	5478	3158.63	3146.56	3146.56	3146.84	3147.12	5286.41	4871.13	4687.72	2914.49	2427.58	2506	11447.08	749.01	2387.39	12338.41	193.32	3251.07	18682.18	191.01	868.16	4505.85
