States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	255	255	255	255	255	325	325	325	136	132	255	1146	67	225	1170	18	208	1143	21	83	390	255	255	255	255	255	340	340	340	160	151	255	1167	78.75	249.75	1275	30	323.5	1809	30	116	532.75	255	255	255	255	255	345.5	345.5	345.5	168	156	255	1169	85	258	1305.5	36	382.5	2102	35	129	602.5	255	255	255	255	255	349	349	349	178.25	164	255	1170.25	91	272.25	1333.5	42	450.25	2519	39.25	146	672.25	366	307	307	308	309	505	405	364	200	177	292	1174	113	308	1454	70	607	3487	68	173	825	258.33	256.56	256.56	256.59	256.61	349.04	346.55	345.27	168.61	156.8	256.09	1168.54	86.04	260.85	1304.87	36.7	391.13	2181.36	35.74	130.01	604.8
20	505	505	505	505	505	703	703	703	346	323	505	2288	138	452	2480	55	489	2682	53	189	678	505	505	505	505	505	720	720	719.75	379.75	348	505	2311	173.75	483.75	2597.5	71.75	749	4146	71	250.75	1127.5	505	505	505	505	505	729.5	729.5	729	399	359	505	2313	189	506.5	2655.5	83.5	878	4799.5	81.5	266.5	1201	505	505	505	505	505	739.25	739.25	736.75	412.5	367.25	505	2316	207.25	529.5	2707.25	92.25	1032.75	5793.25	90	294.5	1318.75	666	607	607	608	609	1134	862	769	452	400	582	2321	277	639	2922	117	1513	7949	117	365	1746	516.27	512.14	512.14	512.21	512.28	753.27	735.23	728.75	397.52	358.48	510.37	2311.68	192.35	509.2	2650.15	82.68	900.57	4977.68	80.6	269.78	1214.67
30	755	755	755	755	755	1096	1096	1096	593	534	755	3399	228	682	3810	90	1025	5591	76	324	1324	755	755	755	755	755	1118.75	1118.75	1118.75	632.75	566	755	3447	277	747	3958.75	117	1360.5	7534.25	117	400.5	1692	755	755	755	755	755	1128.5	1128.5	1128	654	580	755	3452	302	770	4010.5	138	1550.5	8567	132.5	426.5	1858	755	755	755	755	755	1143	1143	1141.25	677.25	592	755	3456	325	811.25	4105	152.25	1664.5	9363.25	148	452.25	2013.75	966	907	907	908	909	1758	1307	1169	732	620	872	3466	441	968	4275	194	2111	12106	186	527	2305	780.32	773.24	773.24	773.36	773.48	1191.57	1146.51	1129.77	655.31	578.55	768.94	3449.17	304.58	783.55	4032.11	137.17	1534.37	8515.51	132.2	423.97	1864.44
40	1005	1005	1005	1005	1005	1495	1495	1495	839	764	1005	4556	325	917	5009	120	1316	7102	116	451	1776	1005	1005	1005	1005	1005	1529	1529	1529	913.75	796.75	1005	4590	387.75	989	5296.5	157	1799.75	9914.25	163.75	505.75	2229	1005	1005	1005	1005	1005	1543.5	1543.5	1542	943	812	1005	4600	412.5	1026	5380	177	2061	11487	184	562.5	2380	1005	1005	1005	1005	1005	1563.75	1563.75	1554.25	967.5	830	1005	4604	446.25	1078.25	5474.25	204.5	2297.75	12695.25	199.25	593	2566.5	1266	1207	1207	1208	1209	2563	1783	1589	1025	863	1162	4613	579	1298	5864	241	2964	15546	261	680	3061	1051.98	1041.36	1041.36	1041.54	1041.71	1682.79	1576.62	1542.14	939.86	812.44	1033.19	4595.27	417.01	1038.21	5395.31	179.1	2052.49	11365.42	182.81	554.21	2406.52
50	1255	1255	1255	1255	1255	1912	1912	1912	1097	980	1255	5667	435	1119	6448	162	1836	9858	164	543	2276	1255	1255	1255	1255	1255	1951	1951	1946.75	1200	1033.75	1255	5716	515.25	1241.5	6638.25	215.75	2413	13321.25	212.5	670.5	2801.25	1255	1255	1255	1255	1255	1970.5	1970.5	1961	1237	1054	1255	5726	550.5	1277	6702.5	237.5	2731	14916.5	232	726	3173.5	1566	1507	1507	1508	1509	2783	2197.25	1976.25	1268.5	1074.25	1451	5730	579.5	1343	6792	259.25	2970	16288.25	252	774	3385.75	1897	1759	1759	1761	1763	3495	2487	2014	1345	1128	1649	5741	689	1722	7235	322	3922	21838	347	895	3963	1364.45	1343.2	1343.2	1343.55	1343.9	2286.05	2045.79	1961.57	1233.78	1052.76	1323.6	5721.42	552.4	1301.17	6726.31	235.92	2710.84	14954.64	234.88	724.58	3129.09
60	1505	1505	1505	1505	1505	2350	2350	2350	1427	1243	1505	6801	547	1400	7751	205	2438	13320	199	737	2747	1505	1505	1505	1505	1505	2382	2382	2375	1508	1280.75	1505	6857	629.75	1509	8017	263	2987.75	16417.5	262.75	832	3586	1685.5	1656	1656	1656.5	1656.5	2693.5	2539	2387	1527.5	1298	1619.5	6867	672.5	1577.5	8126.5	284	3291.5	18230.5	292	880.5	3822	1866	1807	1807	1808	1809	3586.75	2684	2404	1559.25	1317	1742	6873.25	724	1666	8244.25	316.75	3661	20304.25	320	926	4023.25	2247	2109	2109	2111	2113	4187	2954	2453	1699	1375	1979	6889	872	2243	8991	382	4542	25630	395	1018	4577	1692.07	1659.02	1659.02	1659.53	1660.05	2993.85	2537.35	2390.11	1532.59	1298.75	1625.29	6862.07	676	1608.25	8144.94	288.93	3345.03	18535.46	289.37	882.68	3803.84
70	1755	1755	1755	1755	1755	2759	2759	2759	1734	1487	1755	7907	685	1585	9064	228	2978	16460	221	713	3331	1755	1755	1755	1755	1755	2818.75	2818.75	2807	1815.5	1537.75	1755	7975.75	748.75	1743.75	9310.5	306.75	3708.25	20696	306.75	962.5	4029	2166	2107	2107	2108	2109	3854	3142	2826.5	1853	1557.5	2025	8008	781	1829.5	9478.5	343.5	3956	22005.5	339	1012.5	4281	2166	2107	2107	2108	2109	4222.25	3172.25	2847.25	1894.5	1578.25	2032	8020	831.25	1892.75	9610.25	376	4413.25	24735.25	371	1066.5	4603.5	3048	2811	2811	2814	2817	4976	3821	2887	1979	1629	2580	8036	1136	2481	10213	455	5903	32160	484	1232	5202	2014.78	1976.76	1976.76	1977.39	1978.02	3595.42	3038.56	2827.04	1857.12	1557.55	1927.97	7998.64	795.89	1850.54	9486.06	347.07	4075.48	22632.78	338.81	1015.21	4321.2
80	2005	2005	2005	2005	2005	3215	3215	3198	2029	1739	2005	9069	767	1841	10308	263	3104	16765	286	912	3941	2005	2005	2005	2005	2005	3261.75	3261.75	3238	2128.5	1787	2005	9110.75	872.75	2006.25	10590.75	358.75	4208.5	23117.5	356.75	1117.5	4724.5	2466	2407	2407	2408	2409	4831	3632	3257.5	2169.5	1806	2318	9144.5	925	2080.5	10760	381	4630.5	25559	397	1189	5107.5	2466	2407	2407	2408	2409	4881.25	3661.75	3271	2215.75	1829	2322	9159	988.25	2182.25	10914.5	424.25	4951.5	27307	442.5	1238.5	5321	2947	2809	2809	2811	2813	5330	4092	3340	2318	1890	2639	9181	1175	2727	11726	525	6435	38470	584	1397	6082	2366.28	2318.56	2318.56	2319.34	2320.11	4374.2	3557.71	3256.82	2172.3	1807.95	2250.42	9134.78	933.68	2108.11	10776.75	393.97	4616.31	25548.82	400.66	1179.27	5059.94
90	2255	2255	2255	2255	2255	3630	3630	3630	2335	1991	2255	10219	889	2049	11423	311	3958	21926	305	1005	4584	2615.75	2594	2594	2594.75	2595.5	4676.25	3989.25	3672	2451	2039	2510.75	10249	960	2250.75	11922.25	424.75	4748.5	26351.75	429.75	1250.5	5395.75	2766	2707	2707	2708	2709	5473.5	4120	3688	2492	2062.5	2608	10276	1028.5	2327.5	12060.5	458	5217.5	29018.5	462	1333	5642	2766	2707	2707	2708	2709	5533.5	4139.5	3711.25	2529.5	2082.25	2612	10298.25	1101.5	2433.75	12270.25	505.75	5759.25	31840.25	490.25	1401.75	5951.5	3297	3159	3159	3161	3164	6365	4638	3756	2728	2132	2969	10327	1303	3263	13274	643	7894	44299	622	1598	6723	2669.81	2621.12	2621.12	2621.93	2622.77	5082.57	4042.36	3690.21	2488.29	2062.72	2542.04	10273.25	1035.7	2394.59	12134.64	467.42	5320.79	29487.72	463.7	1334.95	5651.47
100	2505	2505	2505	2505	2505	4089	4089	4070	2653	2245	2505	11293	988	2241	12785	325	4346	23697	333	1146	5082	3066	3007	3007	3008	3009	5616.75	4584	4120.75	2767.5	2307	2890.75	11379.75	1113.5	2485	13213.25	470.25	5410.25	29635	451.5	1456.5	6120.5	3066	3007	3007	3008	3009	6120.5	4619.5	4141.5	2845	2337.5	2898	11399.5	1167.5	2606.5	13412.5	519	5841.5	32372.5	516	1520.5	6483	3066	3007	3007	3008	3009	6569.5	4654.25	4163	2896	2361.5	2902	11433.25	1238	2741.25	13572	567	6308.75	34943	564.25	1602.75	6834	3647	3509	3509	3511	3513	6697	5167	4220	3021	2414	3299	11467	1422	4011	14757	731	8434	47626	663	1774	7521	3033.69	2976.88	2976.88	2977.82	2978.76	5786.31	4595.75	4142.59	2836.3	2335.28	2875.07	11404.47	1175.08	2648.2	13428.57	515.48	5912.86	32714.3	508.43	1519.98	6481.92
