States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	724	640	640	646	649	1423	1423	1422	627	528	830	5006	301	1292	7632	230	1671	9632	248	1289	7040	1139.75	866	866	873	880	1581.25	1581.25	1516.75	689.25	581.75	905	5458	382.5	1488.5	8459.5	315.25	2440.25	14523.25	313.25	1448.25	7795.5	1488.5	1044.5	1044.5	1050	1059.5	2457	1732	1596	747.5	624.5	1027	5706	409	1599	8769.5	350	2656.5	15954	343.5	1530.5	8249.5	1752.25	1245.75	1221.5	1214.25	1217.25	2756.25	1961	1709.75	799	652	1140.25	6029.25	439	1718	9288	385.25	2945.25	17604	380.25	1677.5	8971	3324	1839	1818	1834	1854	4534	3534	2736	960	814	1596	7017	572	2417	11278	507	4107	23489	612	3338	18145	1524.71	1091.84	1070.91	1067.38	1075.44	2349.38	1825.62	1651.01	751.58	629.1	1041.74	5747.09	415.25	1620.05	8886.07	359.89	2718.49	16204.89	354.31	1591.68	8557.93
20	1746	2167	2167	2176	2182	3622	3622	3621	2045	1653	1880	11611	1021	3359	18829	777	6144	35718	776	3428	17997	3489.5	3001	2987.5	2978.75	2990.75	6029.25	4692.25	3983.25	2227.5	1774.75	2571.75	12217.75	1166.75	3812.75	20050.75	945.25	7597	44474.5	970.75	3849.25	20047.75	4458.5	3355.5	3330.5	3348	3364	6299.5	5045	4150	2300	1821.5	2755	12877	1222	4027	20731	1032.5	8246.5	48853	1053.5	4034	20908.5	5120.75	3751.25	3745.5	3650.5	3660.25	7084	5434.5	4403.75	2397.25	1902.5	3039	13335.25	1276.5	4173.5	21382.75	1103	9309.5	54291.25	1125.25	4256.5	22081.5	8556	6382	5897	5930	5963	14518	8636	5988	3154	2439	4506	16205	1708	5295	25551	1530	11638	67622	1479	5049	27850	4479.6	3462.66	3388.91	3380.34	3395.01	6860.91	5162.47	4241.53	2345.53	1856.74	2825.67	12907.87	1237.09	4034.34	20941.11	1037.07	8462.85	49894.64	1052.33	4072.73	21131.18
30	4138	4330	4330	4343	4357	8984	7118	6544	3943	3062	3649	17905	1922	5758	31019	1492	10830	63116	1491	6011	30928	6240.5	5960.5	5871.75	5897.5	5913.5	10252	8776.25	6980.25	4225	3266	4767.5	19669.5	2184.75	6598	33411.5	1710.75	13966.75	81380.75	1725.5	6618	33947.25	7589	6277	6231	6252	6269.5	10907.5	9368.5	7243	4365	3350	5062	20771	2287	6952.5	34378	1837	15018	87486.5	1830	6986	35607	8785	6963	6856.5	6879.5	6906	14202	10087	7595	4502.5	3443.5	5496.5	21970.25	2358.25	7214.25	35664.75	1957.5	16567.25	98274.25	1953	7173.25	36946.25	14450	10635	10635	9996	10034	18802	15881	11895	5914	4559	8125	24638	3029	10031	42217	2708	26516	156255	2589	8943	47942	7700.06	6502.49	6350.7	6351.87	6371.49	12050.38	9617.95	7457.39	4391.27	3381.78	5121.81	20932.9	2297.12	6968.2	34615.78	1849.51	15433.26	90074.57	1859.32	6973.56	35666.52
40	6821	7110	7110	7124	7139	13253	11621	9703	6169	4750	5857	24830	3130	8754	45107	2254	16568	97269	2222	9034	45899	9528.75	9122.5	8873.75	8895	8914	14595	13796.25	10397.5	6529.5	4945.25	7044	27351.25	3306.25	9557.25	48152.75	2547	21030.75	122865.25	2590.75	9660.25	48403.25	11185	9792	9594	9620.5	9644.5	15999	14560	10802	6694.5	5080	7768.5	28310	3440	10082.5	48980.5	2733.5	22695.5	132133.5	2738	10054.5	50716	13276.5	10873.25	10445.75	10481.5	10510.25	20377.75	15334.5	11293.25	6916.75	5206.5	8250.5	30183	3581.25	10447.75	50233	2894.5	24654.75	143542	3036	10476	52423.25	19378	15400	15400	15442	15485	28419	24848	14321	8225	6077	11659	35893	4370	13730	60843	3608	35850	203325	4001	13121	62489	11633.41	10049.49	9735.66	9743.27	9766.05	17602.89	14853.84	10957.23	6755.9	5099.45	7801.61	28940.34	3465.22	10113.2	49415.07	2747.31	23111.3	134516.01	2805.12	10153.16	50943.53
50	8966	9599	9599	9615	9629	17446	15859	13300	8734	6523	7572	32976	4113	11674	60058	3033	23262	136920	2958	11753	58640	13512	12330	12242.75	12252.5	12275.75	19845	18933.25	14283.75	9122.75	6805.25	9804.25	35582.75	4593	12869	63566.75	3505.75	28785.75	169600.25	3436.5	12786.5	63783.5	15216.5	13451	12769	12795.5	12822.5	26775.5	19963.5	14879.5	9370	6978	10116	37579.5	4716.5	13417	65585	3624	30937.5	180350	3641.5	13204	66270	17510.75	14444	14084.25	14114.5	14142.75	28666.25	21036.75	15498.75	9618.75	7135	11153.25	39229.25	4932.5	14117.75	67574	3943.25	33425.5	194346.75	4018	13840.75	68784	32821	21966	20086	20200	20231	44930	29791	18630	10798	7956	15052	45807	5550	17236	81062	5258	46914	263144	4942	16699	84688	15726.89	13702.24	13253.45	13271.13	13295.96	25455.51	20286.48	15025.52	9396.14	7007.88	10488.49	37697.1	4770.32	13542.02	65763.75	3713.23	31389.85	182867.32	3729.82	13412.14	66848.09
60	10176	13595	13595	13613	13629	23228	21474	17522	11364	8475	10570	40599	5387	14821	74699	3845	32094	186634	3777	14718	75425	17043.75	16429.25	16525.5	16552.75	16581	30731.5	25396.25	18489	11931.5	8841	12971.75	43714.25	5942	16318	80419.5	4382.75	37038.75	216561	4427	15953.5	79392.5	18911.5	17392.5	17257	17300	17320.5	33722	26756.5	19123	12236.5	9008	13559	45382.5	6142	17086.5	82343	4581.5	39303	229850.5	4601	16305	81695.5	21675.25	19553.5	18883.5	18917.5	18952.5	34878	28090.75	19813.25	12567	9243.25	14831.25	47724.75	6358.5	17893.5	84053.5	4899.75	42067.5	245878	4922.25	16990.5	84341.25	33237	25495	23247	23290	23318	43633	33775	21730	13493	9908	16954	56986	6871	21224	93958	5916	52137	305638	6132	21258	101451	19393.49	18097.42	17627.47	17659.42	17687.51	32463	26888.31	19224.13	12265.01	9036.31	13779.9	45951.18	6159.72	17176.01	82456.41	4633.46	39898.33	232469.01	4685.06	16535.93	82301.81
70	13264	16037	16037	16056	16075	28003	26765	21352	13977	10471	12586	47327	6636	18266	90737	4731	38936	227186	4782	18071	87635	20522.25	20410.25	20355.5	20317.5	20346.75	36490	30908.5	22842	14815.75	10886.25	15910.5	52483.25	7302.75	19683.5	97258.25	5289	45889.5	266158	5217.5	19212.75	95689.5	24297.5	21966	21667	21612.5	21642	41155	32891.5	23885.5	15103.5	11050	16841	54649.5	7520.5	20464	99404.5	5595.5	48507	284095.5	5453	19826	98643.5	27762	23736.5	22716.75	22754.25	22785.25	43086	34747	24452.5	15383.25	11237	17904.75	57462	7829.75	21146.75	101347	5978	50902.75	298629	5892.75	20704	101414.5	42065	32687	28156	28213	28256	57495	44067	28945	16788	12360	22452	69441	8937	23572	112506	6937	63141	367964	7380	24689	116063	24548.49	22375.65	21709.37	21683.73	21713.34	39704.56	33193.44	23799.97	15145.21	11086.53	16995.25	55372.59	7562.91	20455.21	99517.85	5664.14	49057.35	285124.23	5592.17	20010.42	98824.21
80	16088	20895	20842	20870	20888	32789	33654	25629	17123	12655	16301	54099	7907	21436	109107	5602	48002	275846	5681	21555	106230	24655.75	25300.75	24517.75	24547	24576.5	44848.25	38388.25	27608.5	17998.25	13097.75	18784	61010	8697.25	23193.75	115396	6446.25	54812.75	319646.75	6392.5	22830.75	112899	27778	26765	26209	26244.5	26277.5	49184	39751.5	28594.5	18319	13281.5	20301.5	64092	9013	24087.5	117871.5	6678	58861	337409.5	6691	23414.5	115182.5	32853	29175.25	27977.5	28019	28056.75	51716.75	42564.75	29618.75	18726.75	13543.75	21806.5	67593.5	9361	25093.25	121041.75	7078.25	63322	364934	7013.25	24229.25	118037	43180	36544	33180	33243	33267	66637	46786	34862	20563	14661	25343	83186	10058	27898	133724	8116	76921	413638	8438	27048	130742	28703.78	27244.28	26370.01	26407.33	26437.58	48222.51	40326.69	28692.64	18415.74	13361.83	20314.56	64689.94	9040.22	24158.1	118451.61	6769.72	59262.8	342319.87	6744.1	23601.8	115655.31
90	17790	23494	23494	23517	23544	38570	38951	30726	20570	14988	18408	63342	9541	24066	126999	6569	52514	304718	6580	25158	122293	29657.25	29818.25	29413	29455	29487	53446	45781.5	32707.25	21326	15426	22986	69873.5	10284.5	26873	134344.25	7238.25	61518.75	359738.5	7293	26003.5	127655.25	32642	31981	31047	31084	31121.5	56778	47646.5	33738.5	21700	15635	23594	73265.5	10653.5	27820	137482	7616.5	64996.5	378914	7575	26632	130866.5	36966.25	34235.25	32795.25	32847.25	32877.75	59957	49520.5	35066.75	22040.75	15853	25312.75	77200.25	10930.5	28909.5	141870.75	8144.75	70095.75	406330.25	8008.5	27316	134113.75	60927	42598	37311	37361	37396	77252	63869	38782	23101	16507	28641	91454	11849	32463	155289	9755	82860	481387	9354	30085	150994	33517.76	32137.16	31028.01	31067.03	31100.07	56391.13	47679.33	33965.4	21739.93	15661.02	23937.96	73818.83	10640.2	27997.26	137867.87	7684.24	66222.35	384431.77	7649.2	26757.18	131323.63
100	22225	26995	26995	27022	27050	44441	46280	35722	23911	17237	20209	71309	11397	27827	141739	7538	56177	364081	7626	28537	140559	33546.25	34720	34282	34317.75	34351.75	60112.5	53200.75	38069.5	24909.25	17846.25	26230.75	79115	11902.25	30790	154047.75	8368.75	72108	423159.75	8463.5	29847.5	145836.75	39196.5	37633.5	36540	36582.5	36620	63113.5	55819.5	39234	25249.5	18084.5	28222	82551	12247.5	31695.5	156992.5	8837.5	77041	449985.5	8806	30472.5	149029.5	44203	40434.25	38310.25	38363.5	38393.5	66620.75	58850.5	40253.5	25612.25	18239	30159	88034.5	12647	32894.25	160673.75	9346.75	82358	478215.25	9315.5	31071	151638	62395	54376	50503	50562	50607	86616	70110	46360	27238	19237	37275	100795	13836	35690	174108	11885	119952	681727	10597	33733	162093	39394.89	37973.28	36464.1	36506.19	36541.13	63580.88	56031.25	39418.24	25249.59	18080.22	28032.28	83743.34	12286.11	31807.98	157538.27	8937.96	77706.41	454348.16	8892.63	30529.02	149231.68
