States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	2	2	2	2	2	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	1	1	1	5	5	1	1	2	1	1	2	1	1	1	1	1	3	3	3	3	3	1	1	1	5	5	1	1	2	1	1	2	1	1	2	1	1	5	4	4	4	4	2	2	2	6	6	2	1	4	1	1	5	1	1	3	1	1	3.01	3.03	3.03	3.03	3.03	1.01	1.01	1.01	4.91	4.84	1.01	1	1.91	1	1	1.7	1	1	1.6	1	1
20	2	3	3	3	3	1	1	1	8	8	1	1	2	1	1	1	1	1	1	1	1	3	4	4	4	4	1	1	1	10	10	1	1	4	1	1	1	1	1	1	1	1	4	4	4	4	4	1	1	1	11	11	1	1	5	1	1	1	1	1	1	1	1	4	4	4	4	4	1	1	1	12	12	1	1	6	1	1	2	1	1	2	1	1	6	7	7	7	7	2	2	2	14	13	2	1	8	1	1	4	1	1	4	1	1	3.81	3.93	3.95	3.95	3.95	1.01	1.01	1.01	10.92	10.79	1.01	1	4.99	1	1	1.65	1	1	1.54	1	1
30	3	3	3	3	3	1	1	1	14	14	1	1	5	1	1	1	1	1	1	1	1	4	4	4	4	4	1	1	1	16	15	1	1	7	1	1	1	1	1	1	1	1	5	5	5	5	5	1	1	1	17	16	1	1	8	1	1	2	1	1	2	1	1	5	5	5	5	5	1	1	1	17	17	1	1	10	1	1	2	1	1	2	1	1	7	6	6	6	6	2	2	2	20	20	2	1	13	1	1	5	1	1	5	1	1	4.63	4.57	4.58	4.58	4.58	1.08	1.08	1.08	16.51	16.33	1.08	1	8.52	1	1	1.84	1	1	1.78	1	1
40	2	4	4	4	4	1	1	1	18	17	1	1	4	1	1	1	1	1	1	1	1	4	5	5	5	5	1	1	1	21	21	1	1	10	1	1	1	1	1	1	1	1	5	5	5	5	5	1	1	1	22	22	1	1	12	1	1	2	1	1	2	1	1	5	5	5	5	5	1	1	1	23	23	1	1	13	1	1	2	1	1	2	1	1	7	6	7	7	7	2	2	2	25	25	2	1	18	1	1	5	1	1	5	1	1	4.87	4.93	4.95	4.95	4.95	1.06	1.06	1.06	21.96	21.71	1.06	1	11.7	1	1	1.78	1	1	1.75	1	1
50	2	4	4	4	4	1	1	1	24	24	1	1	8	1	1	1	1	1	1	1	1	5	5	5	5	5	1	1	1	26	26	1	1	12	1	1	1	1	1	1	1	1	5	5	5	5	5	1	1	1	27.5	27	1	1	14	1	1	2	1	1	2	1	1	6	6	6	6	6	1	1	1	29	29	1	1	16	1	1	3	1	1	2	1	1	8	8	8	8	8	2	3	3	32	32	3	1	21	1	1	5	1	1	5	1	1	5.32	5.2	5.22	5.22	5.22	1.08	1.09	1.09	27.64	27.34	1.09	1	13.92	1	1	1.96	1	1	1.97	1	1
60	3	4	4	4	4	1	1	1	29	28	1	1	8	1	1	1	1	1	1	1	1	5	5	5	5	5	1	1	1	31	31	1	1	13	1	1	1	1	1	1	1	1	5	5	5	5	5	1	1	1	33	32	1	1	15	1	1	2	1	1	2	1	1	6	6	6	6	6	1	1	1	34	34	1	1	17	1	1	3	1	1	3	1	1	7	7	7	7	7	2	2	3	39	38	2	1	21	1	1	5	1	1	5	1	1	5.29	5.44	5.47	5.47	5.47	1.22	1.22	1.23	32.94	32.49	1.22	1	14.96	1	1	2.18	1	1	2.1	1	1
70	3	4	4	4	4	1	1	1	32	32	1	1	7	1	1	1	1	1	1	1	1	5	5	5	5	5	1	1	1	37	37	1	1	13	1	1	2	1	1	1	1	1	5	5	5	5	5	1	1	1	38	38	1	1	16	1	1	2	1	1	2	1	1	6	6	6	6	6	1	1	1	40	39	1	1	18	1	1	3	1	1	3	1	1	8	7	7	7	7	2	2	2	45	44	2	1	26	1	1	7	1	1	6	1	1	5.38	5.56	5.57	5.57	5.57	1.2	1.2	1.2	38.47	38.05	1.2	1	16.06	1	1	2.46	1	1	2.24	1	1
80	4	5	5	5	5	1	1	1	37	36	1	1	7	1	1	1	1	1	1	1	1	5	5	5	5	5	1	1	1	42	41	1	1	15	1	1	2	1	1	1	1	1	6	6	6	6	6	1	1	1	44	43	1	1	16	1	1	2	1	1	2	1	1	6	6	6	6	6	2	2	2	46	45	2	1	20	1	1	3	1	1	3	1	1	9	7	7	7	7	2	2	3	51	49	2	1	29	1	1	6	1	1	8	1	1	5.83	5.81	5.86	5.86	5.86	1.28	1.28	1.31	43.89	43.26	1.28	1	17.06	1	1	2.45	1	1	2.51	1	1
90	3	4	5	5	5	1	1	1	43	43	1	1	7	1	1	1	1	1	1	1	1	5	5	5	5	5	1	1	1	47	47	1	1	15	1	1	2	1	1	2	1	1	6	6	6	6	6	1	1	1	49	48	1	1	17	1	1	2	1	1	2	1	1	7	6	6	6	6	2	2	2	50	50	2	1	19	1	1	3	1	1	3	1	1	8	7	7	7	7	2	3	3	54	54	3	1	27	1	1	7	1	1	6	1	1	5.95	5.79	5.85	5.85	5.85	1.26	1.27	1.29	48.85	48.33	1.27	1	17.32	1	1	2.55	1	1	2.61	1	1
100	4	5	5	5	5	1	1	1	46	45	1	1	10	1	1	1	1	1	1	1	1	5	6	6	6	6	1	1	1	52	52	1	1	15	1	1	2	1	1	2	1	1	6	6	6	6	6	1	1	1	55	54	1	1	18	1	1	3	1	1	2	1	1	6	6	6	6	6	2	2	2	56.25	56	2	1	21	1	1	3.25	1	1	4	1	1	8	7	7	7	7	2	2	4	64	63	2	1	26	1	1	10	1	1	6	1	1	5.82	5.96	5.98	5.98	5.98	1.29	1.29	1.33	54.52	53.92	1.29	1	18.04	1	1	2.72	1	1	2.66	1	1
