States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	204	207	207	210	210	456	456	455	221	181	256	1052	148	612	2826	182	859	3833	185	862	4609	280	259	259	263	265	474	474	468	233.75	188	256	1137.75	163	672.75	3129.5	220.75	1027.25	4690.75	218.5	1005.75	5436	355	311	311	316	318	662	514	475	242	194	292	1153	172	699	3259	238.5	1132.5	5083	237	1090	5841	398.25	362	323.75	316	319	692.75	531.5	484	254.25	200.25	293	1170	181.25	728.5	3403.75	260.25	1251	5717.25	259.25	1177	6212.75	688	467	467	475	480	925	733	564	303	249	403	1176	223	1180	4665	355	1677	7802	376	2333	11999	354.41	308.76	305.2	306.52	308.9	616.03	517.68	479.81	244.64	196.4	287.67	1150.11	173.9	707.45	3292.23	246.45	1160.79	5275.76	243.97	1118.29	5993.01
20	404	610	611	616	618	1014	1014	1013	611	462	506	2161	399	1623	7142	518	2557	11605	514	2334	12090	704.25	713	713	719	723	1405.75	1183.25	1039	646.75	483.75	619.75	2229	431	1723.75	7434.5	597.5	2853.75	12935	603.75	2580.5	13733	882	815	815	822	826	1424	1220	1048	660	489	653.5	2247	444.5	1765.5	7586	643	3036	13716	643	2756.5	14593.5	1008	916	840.25	823	827	1531.75	1301.5	1062	673.25	499.25	715	2266	464.25	1824	7819.75	683.75	3276	14877.5	719	2900.25	15620.75	1632	1323	1223	1234	1242	2575	1677	1206	796	592	933	2314	574	2144	8775	964	4484	21000	897	3538	18775	886.75	822.92	810.86	811.87	815.89	1510.19	1233.98	1054.63	663.82	494.69	661.25	2247.51	450.41	1780.87	7648.79	651.04	3103.84	14024.34	658.11	2771.58	14649.54
30	805	1063	1063	1069	1072	2033	1744	1612	1107	794	862	3121	711	2845	11854	913	4454	20107	931	3781	19943	1162	1367	1367	1375	1379	2188.75	2008.5	1654.75	1145	821	1062	3300.75	754.75	2995.75	12720	1044.5	4958.5	22523.75	1027.75	4451	23325.25	1368	1367	1367	1375	1380	2222.5	2052	1673	1161.5	829.5	1091	3330.5	779.5	3088.5	12899.5	1107.5	5187	23285.5	1092	4639.5	24529.5	1610	1519	1519	1528	1534	2796.5	2182.75	1696.25	1177	845	1173.5	3352	800.25	3178.25	13226.75	1173.5	5541.5	24909.25	1148	4840	25398	2472	2126	2126	1987	1996	3426	2947	2016	1395	1023	1592	3430	1019	4092	14510	1434	8167	36903	1529	5746	32543	1411.82	1412.4	1389.77	1393.55	1398.72	2447.96	2079.49	1680.74	1167	835.88	1102.83	3322.78	785.71	3103.68	12958.82	1112.22	5314.95	24010.54	1104.16	4649.34	24517.29
40	1266	1615	1615	1622	1626	2792	2585	2269	1591	1147	1287	4143	1055	4246	17292	1345	6449	29239	1278	5924	30063	1728	1817	1817	1825	1830	3009.75	2826.75	2305	1690	1183	1453	4339.75	1104.75	4401.5	18473	1511.75	7302.75	33015.5	1518.75	6381	33373.75	1966.5	2019	2019	2028	2034	3038	3005	2327	1719	1196.5	1596.5	4371	1130	4501	18785	1585.5	7641	34957	1614	6637.5	35372.5	2310	2221	2221	2231	2236.25	3808	3184.25	2363.5	1755.25	1214.5	1707.5	4405.25	1164.5	4595.25	19082.25	1665.5	8149.5	37042.75	1729	6962.5	36403.75	3068	3029	3029	3043	3053	4601	4114	2689	1945	1375	2265	4473	1455	5481	21045	1960	9712	44643	2217	8279	44443	2017.26	2059.11	2012.93	2018.13	2023.98	3408.54	3017.99	2339.91	1726.04	1201.53	1594.71	4366.57	1142.92	4520.71	18810.08	1597.41	7735.85	35168.28	1636.41	6725.26	35320.84
50	1536	2015	2015	2022	2026	3564	3315	2931	2211	1528	1598	5206	1407	5685	23973	1728	8340	38563	1798	7801	40670	2349	2519	2519	2528	2534	3835.75	3792.75	2981.75	2282	1561.75	1960.75	5358.25	1485.5	5922.25	24810.5	1992.75	9910	44972.25	1999.75	8420.75	43698.25	2592	2644	2519	2528.5	2535	4810.5	3828	3010.5	2315	1580	1992	5400	1525.5	6040	25183	2109.5	10243.5	46772	2091.5	8770.5	45748.5	2939.75	2771	2771	2781	2788	5092.75	4087.25	3058.25	2349.75	1598.25	2182.25	5431	1581.5	6175.5	25533.5	2245.75	10694.25	49068.5	2244	9185.25	48281.75	4515	3778	3527	3541	3550	6627	4916	3319	2556	1732	2772	5524	1825	7334	27051	2742	13096	60024	2719	11258	56711	2645.44	2697.54	2634.92	2642.19	2648.46	4644.96	3936.41	3028.09	2324.75	1586.73	2066.23	5396.08	1541.18	6082.32	25213.46	2144.34	10328.15	46857.34	2140.2	8870.97	46305.94
60	1836	2717	2717	2725	2729	4618	4315	3608	2793	1918	2102	6268	1729	7165	29931	2262	10778	49250	2263	9623	50508	2751.25	3019	3245.5	3255.5	3260.75	5531	4918	3680.5	2916.5	1957	2537	6369.75	1879.5	7511.5	31324.75	2513.75	12166	55808.75	2482.25	10426.5	54249	3185	3321	3321	3331	3338	5853	4955	3717.5	2955	1979.5	2603	6407.5	1931	7641.5	31907.5	2642	12877	58358	2619.5	10743	56076.5	3476	3623	3623	3634	3642	6147	5237.75	3757	2988.25	1994.5	2817.5	6434.25	1980.25	7777.5	32320.5	2797.75	13448.5	60532	2805.25	11076.75	58024	5265	4226	3925	3938	3948	7358	5912	3929	3150	2087	3077	6528	2214	8908	34446	3312	14825	67919	3439	12830	66913	3128.26	3420.34	3360.26	3370.74	3377.69	5740.68	4995.61	3724.34	2952.02	1979.39	2623.27	6402.1	1936.35	7677.97	31908.36	2653.41	12859.77	58406.72	2649.19	10782.85	56362.36
70	2136	3167	3167	3175	3179	5432	5121	4302	3348	2323	2458	7290	2163	8867	37636	2759	13782	62693	2655	11468	58686	3339	3871	3871	3881	3888	6554	5814	4408	3555.5	2361.75	3025.25	7384.75	2294.75	9147	38739.75	2980.5	14846.75	67382.5	2961.5	12464	65349.25	3835	4222	3871	3882	3889	7213.5	5875	4444.5	3588	2382	3135.5	7412.5	2343.5	9306	39273	3134	15455.5	70183.5	3077.5	12870.5	67723	4477.5	4223	4223	4234	4242	7268.5	6194.75	4486.5	3633	2400.75	3314.5	7453	2407.25	9542	40161.5	3333.25	15990.75	72828	3216.25	13439.25	69742.75	6240	5981	5279	5295	5305	8971	7285	4794	3845	2574	4134	7498	2740	11189	42679	4155	18085	87404	4141	15905	81329	3901.68	4148.68	4061.07	4061.39	4068.62	6891.54	6026.53	4456.56	3597.27	2387.91	3179.77	7412.14	2359.4	9383.39	39495.28	3184.76	15491.04	70531.04	3119.49	12966.5	67674.39
80	2496	4019	4019	4028	4033	6287	6286	5050	4115	2736	3081	8273	2595	10256	44325	3286	15650	71109	3274	13760	70876	3834	4421	4421	4431	4438	7914.25	6726.75	5138	4229	2776.75	3445.25	8360.75	2715.75	10776	46535.5	3599.5	17773.5	81180.75	3569.75	14663.25	76270.25	4493.5	4823	4823	4834	4842	8317	7121	5176	4273	2796	3737.5	8402	2758	11037.5	47247	3733	18311	84251.5	3720.5	15227.5	78794	5172	5224	5225	5237	5246	8379.25	7517.75	5222.25	4327.5	2825.25	3978.75	8455.25	2818.25	11246.25	48057.25	3944.75	19291	87114	3868.25	15701.25	81562.75	6034	6028	5627	5643	5651	10723	7966	5509	4592	2975	4403	8570	3126	12457	51168	4610	22538	93648	4325	17340	87228	4499.8	4902.87	4794.86	4806.43	4813.74	8123.65	7090.18	5191.32	4282.34	2803.49	3706.87	8406.43	2769.09	11049.08	47308.05	3758.74	18490.79	84029.68	3732.88	15252.87	79003.28
90	2736	4519	4519	4528	4534	7141	7152	5769	4840	3145	3437	9232	3057	11958	52934	3793	18081	83064	3696	16013	82741	4419	5423	5423	5434	5441	8952	8056.75	5901.5	4937.75	3207	4162.25	9342	3159.25	12603.75	54724.75	4007.25	20012.25	91279.25	4028.5	16897	88055.5	5181	5647.5	5423	5435	5442.5	9426.5	8093	5944	4985	3232.5	4229.5	9375	3216.5	12869.5	55581.5	4193	20766	94652	4233.5	17296	89689.5	5712	5875	5875	5887.25	5896	9465.5	8518	5983	5025.5	3253.25	4551.25	9419.5	3295.5	13082.25	56867	4507.25	21702.25	99177	4489.25	17830	92459	8602	7229	6327	6343	6351	11752	9406	6105	5173	3354	4940	9581	3549	15362	59324	5002	24095	111668	4984	20803	109330	5137.3	5684.7	5540.52	5552.31	5560.17	9279.77	8176.51	5945.09	4989.15	3231.2	4295.23	9380.16	3227.75	12885.37	55793.18	4258.2	20990.42	95841.69	4256.75	17406.96	90458.49
100	3577	5019	5019	5028	5034	7967	7999	6565	5485	3590	3754	10212	3433	13934	59082	4143	20951	97946	4351	18218	94143	5038.5	6023	6023	6034	6042	10019	9029.5	6692.75	5662.75	3638.5	4653.75	10324	3609.5	14346	63257	4665.5	23367.5	106821.25	4673.25	19311	99524.25	5841	6525	6525	6537	6545.5	10525	9500.5	6723.5	5711	3661	5000.5	10361	3664	14610.5	64460	4836	24114.5	110458	4866.5	19776.5	102363	6773	7026	6525	6539	6547	10582	9572.25	6780	5763.5	3695.25	5353.25	10398.75	3743.75	14981.25	65676	5104	25230.5	114439	5077	20262.25	105130.25	8976	8532	8031	8047	8058	13062	10612	6991	6025	3807	6209	10487	4028	16434	71126	6355	28684	127508	5938	21982	113818	5904.59	6579.67	6389.46	6401.79	6410.13	10365.95	9352.98	6737.35	5713.64	3668.86	4945.5	10363.41	3674.46	14708.39	64488.21	4924.77	24242.03	110752.32	4906.66	19825.66	102673.32
