States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	204	207	207	210	210	456	456	455	221	181	256	1052	75	246	1248	25	240	1302	25	118	459	280	259	259	263	265	474	474	468	233.75	188	256	1137.75	98	284.75	1345	45	380.75	2023.75	44.5	141.75	599	355	311	311	316	318	662	514	475	242	194	292	1153	105	303.5	1386	53	431.5	2298	51.5	159	703	398.25	362	323.75	316	319	692.75	531.5	484	254.25	200.25	293	1170	111	329	1472.5	63	473	2546.75	58	177	782.5	688	467	467	475	480	925	733	564	303	249	403	1176	147	423	1726	79	651	3505	86	297	1438	354.41	308.76	305.2	306.52	308.9	616.03	517.68	479.81	244.64	196.4	287.67	1150.11	106.01	307.25	1408.57	53.76	432.46	2324.16	51.4	161.45	701.59
20	404	610	611	616	618	1014	1014	1013	611	462	506	2161	235	520	2570	77	818	4497	74	271	1005	704.25	713	713	719	723	1405.75	1183.25	1039	646.75	483.75	619.75	2229	262	590.5	2785.5	115	1034.75	5592.5	109	324.75	1374	882	815	815	822	826	1424	1220	1048	660	489	653.5	2247	273	629.5	2875.5	128.5	1117	6064	121	347	1498	1008	916	840.25	823	827	1531.75	1301.5	1062	673.25	499.25	715	2266	283	656.75	2961	142	1228.25	6617.5	140	377.25	1605.5	1632	1323	1223	1234	1242	2575	1677	1206	796	592	933	2314	327	799	3394	182	1571	8405	171	445	1996	886.75	822.92	810.86	811.87	815.89	1510.19	1233.98	1054.63	663.82	494.69	661.25	2247.51	273.75	629.57	2892.3	128.77	1131.07	6130.04	125.06	350.86	1492.87
30	805	1063	1063	1069	1072	2033	1744	1612	1107	794	862	3121	382	800	3972	113	1274	6957	104	412	1685	1162	1367	1367	1375	1379	2188.75	2008.5	1654.75	1145	821	1062	3300.75	453	936	4257.5	186.75	1730.75	9253.5	190	536.5	2178.75	1368	1367	1367	1375	1380	2222.5	2052	1673	1161.5	829.5	1091	3330.5	467	975	4365	206	1858	10021.5	208	561.5	2361	1610	1519	1519	1528	1534	2796.5	2182.75	1696.25	1177	845	1173.5	3352	481.5	1031	4516.5	225.25	1984	10814.5	224	594.5	2483.25	2472	2126	2126	1987	1996	3426	2947	2016	1395	1023	1592	3430	570	1431	5455	350	3134	16949	261	781	3097	1411.82	1412.4	1389.77	1393.55	1398.72	2447.96	2079.49	1680.74	1167	835.88	1102.83	3322.78	468.63	981.86	4401.11	207.62	1880.76	10161.01	205.61	565.83	2351.93
40	1266	1615	1615	1622	1626	2792	2585	2269	1591	1147	1287	4143	601	1083	5469	204	1989	10625	194	637	2356	1728	1817	1817	1825	1830	3009.75	2826.75	2305	1690	1183	1453	4339.75	643.75	1268.5	5844	270	2514.25	13492.5	268	730	2951.75	1966.5	2019	2019	2028	2034	3038	3005	2327	1719	1196.5	1596.5	4371	670	1325.5	5963	292.5	2684.5	14562.5	285	773.5	3104.5	2310	2221	2221	2231	2236.25	3808	3184.25	2363.5	1755.25	1214.5	1707.5	4405.25	690.5	1426.25	6119.5	318.5	2865.75	15471	316	816	3329.75	3068	3029	3029	3043	3053	4601	4114	2689	1945	1375	2265	4473	828	1663	6843	408	3598	19350	448	996	3936	2017.26	2059.11	2012.93	2018.13	2023.98	3408.54	3017.99	2339.91	1726.04	1201.53	1594.71	4366.57	670.46	1345.16	5974.84	294.35	2698.38	14540.46	293.92	774.82	3132.32
50	1536	2015	2015	2022	2026	3564	3315	2931	2211	1528	1598	5206	750	1390	6777	273	2602	15044	284	836	3191	2349	2519	2519	2528	2534	3835.75	3792.75	2981.75	2282	1561.75	1960.75	5358.25	860.75	1603.25	7326.5	365.75	3428.25	18529.75	354.5	931.75	3712.5	2592	2644	2519	2528.5	2535	4810.5	3828	3010.5	2315	1580	1992	5400	881	1700.5	7530	387.5	3626	19583.5	377	989	3970.5	2939.75	2771	2771	2781	2788	5092.75	4087.25	3058.25	2349.75	1598.25	2182.25	5431	909.5	1822.25	7952	421	3832.75	20779.75	416.25	1041.5	4239.25	4515	3778	3527	3541	3550	6627	4916	3319	2556	1732	2772	5524	996	2028	8538	515	4440	24207	488	1223	5014	2645.44	2697.54	2634.92	2642.19	2648.46	4644.96	3936.41	3028.09	2324.75	1586.73	2066.23	5396.08	885.79	1710.12	7624.12	389.73	3615.76	19564.11	383.28	994.51	3992.83
60	1836	2717	2717	2725	2729	4618	4315	3608	2793	1918	2102	6268	967	1767	8348	373	3548	18805	325	980	3594	2751.25	3019	3245.5	3255.5	3260.75	5531	4918	3680.5	2916.5	1957	2537	6369.75	1074.25	2001.5	8961.5	438	4237.5	23077.75	451	1188.5	4646	3185	3321	3321	3331	3338	5853	4955	3717.5	2955	1979.5	2603	6407.5	1105.5	2099.5	9393	473	4525.5	24438	477.5	1230	4969.5	3476	3623	3623	3634	3642	6147	5237.75	3757	2988.25	1994.5	2817.5	6434.25	1149.25	2229.25	9621.75	502.25	4797.25	25762	505.25	1279.75	5170.75	5265	4226	3925	3938	3948	7358	5912	3929	3150	2087	3077	6528	1225	2599	10481	629	5292	28973	593	1418	5710	3128.26	3420.34	3360.26	3370.74	3377.69	5740.68	4995.61	3724.34	2952.02	1979.39	2623.27	6402.1	1106.42	2120.65	9331.49	474.22	4509.82	24444.75	478.75	1235.36	4919.94
70	2136	3167	3167	3175	3179	5432	5121	4302	3348	2323	2458	7290	1188	2034	9684	431	4437	23868	393	1207	4757	3339	3871	3871	3881	3888	6554	5814	4408	3555.5	2361.75	3025.25	7384.75	1283.5	2247.75	10393.75	534.5	5104.25	27609.5	530.5	1397.75	5478.25	3835	4222	3871	3882	3889	7213.5	5875	4444.5	3588	2382	3135.5	7412.5	1317	2405	10819	576	5411	29268.5	562.5	1459.5	5756	4477.5	4223	4223	4234	4242	7268.5	6194.75	4486.5	3633	2400.75	3314.5	7453	1351.75	2561	11263	616.5	5723.25	30948.75	611.25	1532.5	6089.5	6240	5981	5279	5295	5305	8971	7285	4794	3845	2574	4134	7498	1476	3088	12818	677	6563	35855	695	1723	7641	3901.68	4148.68	4061.07	4061.39	4068.62	6891.54	6026.53	4456.56	3597.27	2387.91	3179.77	7412.14	1320.44	2414.58	10850.04	572.81	5426.29	29350.58	564.75	1463.81	5789.36
80	2496	4019	4019	4028	4033	6287	6286	5050	4115	2736	3081	8273	1352	2197	10614	479	5032	27310	462	1402	5257	3834	4421	4421	4431	4438	7914.25	6726.75	5138	4229	2776.75	3445.25	8360.75	1478	2587.5	12059	627.75	6164.5	33136.25	603.5	1601.25	6352.75	4493.5	4823	4823	4834	4842	8317	7121	5176	4273	2796	3737.5	8402	1522	2796	12667.5	678	6468	34874	668	1669.5	6640.5	5172	5224	5225	5237	5246	8379.25	7517.75	5222.25	4327.5	2825.25	3978.75	8455.25	1579.75	2945.25	13111.25	721.25	6749.5	36436.5	699.75	1736.25	6948	6034	6028	5627	5643	5651	10723	7966	5509	4592	2975	4403	8570	1724	3294	14659	858	8055	42640	860	1972	7647	4499.8	4902.87	4794.86	4806.43	4813.74	8123.65	7090.18	5191.32	4282.34	2803.49	3706.87	8406.43	1528.93	2785.01	12598.4	674.23	6455.34	34689.85	654.55	1672.87	6659.7
90	2736	4519	4519	4528	4534	7141	7152	5769	4840	3145	3437	9232	1607	2479	12583	586	5773	31268	601	1634	5834	4419	5423	5423	5434	5441	8952	8056.75	5901.5	4937.75	3207	4162.25	9342	1735	2955.5	13763.25	709.25	6739.25	36487.25	703	1807.25	7023.25	5181	5647.5	5423	5435	5442.5	9426.5	8093	5944	4985	3232.5	4229.5	9375	1768	3152	14231.5	769.5	7266	39218	744.5	1889	7368	5712	5875	5875	5887.25	5896	9465.5	8518	5983	5025.5	3253.25	4551.25	9419.5	1807.25	3355.75	15012.5	835.5	7718.5	41751	795	1973.5	7804.5	8602	7229	6327	6343	6351	11752	9406	6105	5173	3354	4940	9581	1908	3632	16227	944	9379	51249	947	2179	8796	5137.3	5684.7	5540.52	5552.31	5560.17	9279.77	8176.51	5945.09	4989.15	3231.2	4295.23	9380.16	1770.57	3156.99	14327.59	771.41	7263.67	39256.14	751.81	1896.99	7398.49
100	3577	5019	5019	5028	5034	7967	7999	6565	5485	3590	3754	10212	1824	2827	14044	630	6165	37446	615	1816	6889	5038.5	6023	6023	6034	6042	10019	9029.5	6692.75	5662.75	3638.5	4653.75	10324	1944.5	3286.25	15193.5	808.75	7812.25	42913.25	794.5	2034.75	7918.25	5841	6525	6525	6537	6545.5	10525	9500.5	6723.5	5711	3661	5000.5	10361	2013	3452.5	15813	859.5	8301	45175.5	857	2141	8381	6773	7026	6525	6539	6547	10582	9572.25	6780	5763.5	3695.25	5353.25	10398.75	2073.25	3658	16461.25	913.5	8816	47624.75	930	2212.75	8729.5	8976	8532	8031	8047	8058	13062	10612	6991	6025	3807	6209	10487	2183	4317	18401	1110	9725	55675	1054	2461	9541	5904.59	6579.67	6389.46	6401.79	6410.13	10365.95	9352.98	6737.35	5713.64	3668.86	4945.5	10363.41	2008.24	3483.98	15912.76	859.85	8316.05	45383.66	856.01	2141.39	8337.22
