States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	3210	3210	3210	3210	3210	3669	3669	3663	642	641	3010	37183	317	4218	51260	221	4015	51166	216	2961	34603	3430	3430	3430	3430	3430	3905	3905	3898.75	737	734	3210	39046.5	368	4525.25	55019	251.75	4666.5	58452.5	238.75	3258	39512.5	3430	3430	3430	3430	3430	3952	3952	3947	769.5	763.5	3210	39985.5	395	4710.5	56942	259	4990.5	62190	250	3349.5	40254	3540	3540	3540	3540	3540	4034.5	4034.5	4027.25	804	793	3310	40899.75	424.25	4934.75	59526	277.5	5745.5	70789	262	3445.75	41777	3760	3760	3760	3760	3760	4377	4377	4372	955	943	3510	43664	632	6466	74852	343	7846	96345	313	3810	45283	3444.3	3444.3	3444.3	3444.3	3444.3	3959.1	3959.1	3952.45	773.83	767.47	3223	40147.68	403	4802.64	57841.15	264.53	5229.02	65212.39	252.54	3349.35	40502.38
20	7400	7400	7400	7400	7400	8713	8713	8693	1862	1850	6910	81403	743	9332	114232	493	9823	123031	493	7369	88581	7510	7510	7510	7510	7510	9004.25	9004.25	8987.75	2120.5	2090	7010	85181.75	851	9947.25	119667.25	550	12972.5	158479.25	553	7676.75	92329.25	7510	7510	7510	7510	7510	9116.5	9116.5	9103	2200	2163	7010	86260.5	929	10465.5	124696	580	14802	179531.5	585.5	7881	94398	7620	7620	7620	7620	7620	9243	9243	9228	2271	2232.5	7110	89105.25	1002.75	11217.75	132542.75	614.75	16465.75	198142.5	620	8178.75	97013	7950	7950	7950	7950	7950	9723	9723	9707	2631	2564	7410	95897	1351	13822	159222	748	22353	269480	733	8931	106921	7572.7	7572.7	7572.7	7572.7	7572.7	9128.17	9128.17	9113.59	2199.27	2161.75	7067	87321.76	941.75	10664.17	126720.87	585.39	14961.12	182078.82	588.97	7911.16	94832.47
30	11590	11590	11590	11590	11590	14056	14056	14028	3418	3359	10810	128557	1172	14631	176325	785	19369	234386	785	11650	139846	11810	11810	11810	11810	11810	14495	14495	14472.75	3669.75	3600.25	11010	133036.25	1436.25	15481	185282.5	918	23260.25	285790.25	915	12436.25	148398.75	11920	11920	11920	11920	11920	14644	14644	14624	3791.5	3710	11110	135000.5	1589	16195	191400.5	983	26243.5	312959	983.5	12775.5	151619.5	12030	12030	12030	12030	12030	14809.5	14809.5	14785.75	3923.75	3842	11210	137645.25	1721.25	16972.5	200489.25	1025	30117.5	358676	1036.5	13099.25	154745.75	12910	12910	12910	12910	12910	15824	15824	15796	4216	4085	12010	156304	2265	20763	236441	1222	46501	548523	1334	14420	165622	11929.9	11929.9	11929.9	11929.9	11929.9	14662.4	14662.4	14637.75	3794.25	3716.45	11119	135773.67	1584.85	16439.79	194607.23	977.58	27264.71	327133.66	983.1	12810.78	151772.07
40	15890	15890	15890	15890	15890	19819	19819	19785	5141	5049	14810	175642	1835	19753	238145	1184	27331	328257	1147	16390	196003	16220	16220	16220	16220	16220	20155	20155	20115.75	5461.25	5332	15110	184317.75	2166.5	21509.75	255025.5	1317.75	37028.5	442170.5	1332	17592.75	206102.5	16385	16385	16385	16385	16385	20411	20411	20376.5	5538	5409.5	15260	187383.5	2315.5	22219	262547	1384.5	42309	498209.5	1408	17930	210382	16550	16550	16550	16550	16550	20625.25	20625.25	20594.75	5712.25	5544	15410	190309.75	2541.5	23393.75	272726.5	1481.25	47630	562983.75	1495.5	18409.75	213646.5	17100	17100	17100	17100	17100	21339	21339	21305	6150	5971	15910	210857	3078	26943	312865	1881	77630	898079	1750	19331	225844	16376.2	16376.2	16376.2	16376.2	16376.2	20423.92	20423.92	20390.07	5572.94	5439.64	15252	187888.51	2349.48	22471.96	265448.76	1409.48	43512.37	515085.3	1422.03	17976.61	210367.95
50	20300	20300	20300	20300	20300	25581	25581	25537	6906	6746	18910	224348	2647	25526	304076	1546	36882	432815	1538	21897	257567	20850	20850	20850	20850	20850	26240.25	26240.25	26194.25	7325	7150.25	19410	236158	2984.75	27291.75	324707.75	1752	47719.75	564625.5	1763.75	22782.5	265830.5	21070	21070	21070	21070	21070	26481	26481	26438	7478	7274	19610	240051.5	3215	28629.5	338184	1847.5	54495	645675	1874	23140.5	269942.5	21290	21290	21290	21290	21290	26780.25	26780.25	26731.25	7673.75	7449.25	19810	245442.25	3364.75	30341	354751	1963.5	65110.75	769776	1997.25	23809.25	275662	22170	22170	22170	22170	22170	28023	28023	27977	8275	7986	20610	265933	4696	38979	439259	2374	88848	1032900	2392	24786	290216	21070	21070	21070	21070	21070	26541.46	26541.46	26496.72	7513.46	7308.78	19610	241369.26	3227.86	29196.45	343847.29	1866.1	56584.63	667617.87	1887.98	23278.79	270761.54
60	25150	25150	25150	25150	25150	31756	31756	31699	8773	8619	23410	282300	3063	31329	374071	2011	46548	556288	1974	26913	314529	25480	25480	25480	25480	25480	32375.5	32375.5	32319.75	9288	9039.5	23710	288271.5	3782.75	33466.5	396402.5	2225.75	67106.25	792576.75	2253.75	28402	329188.5	25810	25810	25810	25810	25810	32717.5	32717.5	32662.5	9532	9264.5	24010	293526.5	4038.5	34619.5	407826	2313	75030.5	882176.5	2372.5	29176	334766	26030	26030	26030	26030	26030	33140.25	33140.25	33086.5	9765.75	9434.5	24210	299016	4292.75	36231.25	425893.25	2518	80952	945325.5	2536	29675.5	341657.5	27020	27020	27020	27020	27020	34811	34811	34760	10930	10495	25110	330507	5387	45135	514784	3094	130207	1507614	3090	31546	361028	25805.6	25805.6	25805.6	25805.6	25805.6	32786.94	32786.94	32730.98	9537.72	9257.27	24006	295680.76	4070.37	35166.14	414128.28	2364.73	74516.77	875081.39	2402.02	29026.71	335141.69
70	29560	29560	29560	29560	29560	37804	37804	37738	10938	10647	27510	328582	4086	37690	449927	2380	58150	684193	2399	32471	376892	30330	30330	30330	30330	30330	38833.75	38833.75	38769.25	11468.75	11121.75	28210	344748.75	4751.75	40013	471188.75	2747	82072.75	961471.75	2756	33898	390296.75	30660	30660	30660	30660	30660	39280.5	39280.5	39213.5	11695.5	11330.5	28510	350396.5	5043	41150	485517	2905	95254.5	1111534	2900	34458.5	396639	30990	30990	30990	30990	30990	39684.5	39684.5	39612	11899.25	11522	28810	354889.25	5329.25	43130	505690.25	3153.25	105559.75	1229249.25	3125	35552.75	404724	31870	31870	31870	31870	31870	40692	40692	40616	12653	12292	29610	393254	6477	53043	603674	3609	143217	1650146	3686	37021	418860	30680.9	30680.9	30680.9	30680.9	30680.9	39260.62	39260.62	39192.39	11680.85	11318.93	28529	350494.34	5078.4	41718.52	490617.48	2937.08	95282.86	1111093.22	2950.9	34639.42	397777.02
80	34520	34520	34520	34520	34520	44558	44558	44469	12811	12502	32110	385756	4864	43078	508607	2866	82021	958977	3029	37434	429301	35290	35290	35290	35290	35290	45300.5	45300.5	45218	13648.25	13230	32810	396981.5	5759	46168.75	546584	3325.5	100176.25	1161260	3355.75	39803.5	456219.75	35510	35510	35510	35510	35510	45740	45740	45659.5	13876	13420.5	33010	404208	6024	47627	560307.5	3506	114080	1330391	3527	40703	463036	35730	35730	35730	35730	35730	46155	46155	46077.75	14088.25	13623.5	33210	413509.5	6313.75	49081.5	576695.25	3787.75	128599.5	1495110.5	3801	41415.5	470834.75	37160	37160	37160	37160	37160	47978	47978	47904	15182	14656	34510	441395	7350	56627	647704	4577	201868	2310150	4837	44300	496194	35516.6	35516.6	35516.6	35516.6	35516.6	45736.67	45736.67	45657.37	13884.73	13435.89	33016	406151.73	6052.7	47930.15	563856.52	3569.02	117317.95	1366580.07	3603.39	40680.08	463631.26
90	39590	39590	39590	39590	39590	51195	51195	51113	15214	14791	36810	434433	5280	48510	579704	3466	92939	1088655	3320	42967	497371	40140	40140	40140	40140	40140	51971.75	51971.75	51879.25	15875.25	15375	37310	454280	6708.5	52175.75	617955.5	3894.5	122750.5	1433260.75	3898.75	45574	519888.75	40415	40415	40415	40415	40415	52339.5	52339.5	52243	16140.5	15575	37560	463039.5	6992	53730	633075	4101	137697.5	1600237.5	4088	46369	527428	40690	40690	40690	40690	40690	52776.5	52776.5	52697	16357	15797.5	37810	473659.75	7370.75	56196.75	657853	4387.5	160445.75	1844633.5	4372.25	47608.25	536238.75	41790	41790	41790	41790	41790	53726	53726	53617	16954	16350	38810	504788	9304	64902	747642	5228	223129	2559027	5228	49509	557795	40429.3	40429.3	40429.3	40429.3	40429.3	52389.11	52389.11	52297.68	16138.27	15588.07	37573	465147.53	7036.81	54390.27	639621.74	4141.94	141225.86	1639415.81	4134.1	46486.6	527432.44
100	44440	44440	44440	44440	44440	57952	57952	57856	17623	17048	41310	493923	6845	55373	659101	3975	105324	1248577	3760	48881	568540	45320	45320	45320	45320	45320	58998	58998	58897.75	18308.25	17683.5	42110	511903.75	7736.25	58857.75	693855	4482.25	145696.75	1702774.25	4443.75	51478.5	586790.75	45650	45650	45650	45650	45650	59332	59332	59233	18649	17946	42410	520275.5	8131	60392	710822	4784	164167.5	1885889	4770.5	52531	593698	45980	45980	45980	45980	45980	59958.25	59958.25	59861	18840	18182.5	42710	529358.25	8473	62708.25	734972.25	5058	185215.75	2134431.5	5073.5	53882.75	601673.75	47080	47080	47080	47080	47080	61425	61425	61315	19867	19115	43710	563761	9834	74510	852064	5875	248656	2868775	6069	55735	625550	45659.9	45659.9	45659.9	45659.9	45659.9	59420.18	59420.18	59315.38	18593.82	17932.31	42419	522193.83	8135.07	61065.97	717418.16	4801.88	167705.86	1940964.28	4815.5	52636.23	594847.53
