States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	1111	1111	1111	1111	1111	1281	1281	1274	280	276	1011	9140	192	1869	18667	196	1738	16142	199	2312	24572	1111	1111	1111	1111	1111	1297.75	1297.75	1292	303	297.75	1011	9149	197	1894.75	18962.75	209.75	1899.25	17468.25	217.75	2631.5	28261.75	1111	1111	1111	1111	1111	1303	1303	1298	313.5	306	1011	9152	203	1908.5	19071	220	1987.5	18121	225.5	2745	29500	1111	1111	1111	1111	1111	1312	1312	1307	323	315	1011	9156	211	1917	19182.25	229.25	2069.25	18891	236	2853.5	30709.75	1111	1111	1111	1111	1111	1348	1348	1344	365	351	1011	9167	227	1962	19401	257	2709	25521	275	3088	33259	1111	1111	1111	1111	1111	1304.84	1304.84	1299.63	314.87	307.47	1011	9152.85	204.71	1906.92	19060.43	221.76	2003.31	18417.75	227.82	2741.97	29463.03
20	2211	2211	2211	2211	2211	2654	2654	2642	678	664	2011	18190	382	3789	37888	441	4164	37829	446	5745	60670	2211	2211	2211	2211	2211	2691	2691	2681	737.5	710.5	2011	18201	398.75	3821	38206	482	4543.25	40935.25	486.75	6156.75	66236.5	2211	2211	2211	2211	2211	2711.5	2711.5	2702.5	766	735	2011	18205.5	415.5	3830	38211	509.5	4765.5	43114.5	516	6375	68092.5	2211	2211	2211	2211	2211	2728.5	2728.5	2718.5	787	754	2011	18209.25	430	3842.75	38211	525	4952.25	44993.5	532.25	6504.5	70262	2211	2211	2211	2211	2211	2777	2777	2770	844	806	2011	18223	489	3922	38401	609	5751	52625	630	7305	78252	2211	2211	2211	2211	2211	2711.65	2711.65	2702.29	763.44	734.15	2011	18205.35	416.95	3834.12	38210.03	508.15	4780.17	43317.31	513.92	6365.25	68446.14
30	3311	3311	3311	3311	3311	4044	4044	4027	1131	1081	3011	27240	588	5692	56717	720	6563	58492	720	9075	98189	3311	3311	3311	3311	3311	4108.75	4108.75	4094.5	1198	1145.75	3011	27253	628.75	5735	57211	782.75	7241.25	65414.5	780	9915	106395.5	3311	3311	3311	3311	3311	4134	4134	4119.5	1228.5	1175	3011	27258	651.5	5753	57211	813	7671.5	69237.5	822	10205.5	109419.5	3311	3311	3311	3311	3311	4154.5	4154.5	4141	1258.5	1198	3011	27265	675.75	5777	57213	849.5	8035.75	72697	857	10440.75	111834.25	3311	3311	3311	3311	3311	4225	4225	4213	1336	1273	3011	27280	734	5889	58059	1005	9211	84879	1011	11242	122674	3311	3311	3311	3311	3311	4134.5	4134.5	4120.18	1229.08	1174.68	3011	27258.99	653.6	5759.69	57235.73	820.46	7677.16	69260.05	825.56	10209.84	109373.28
40	4411	4411	4411	4411	4411	5493	5493	5473	1618	1553	4011	36301	812	7625	76211	1021	9370	83417	983	13026	138921	4411	4411	4411	4411	4411	5564.5	5564.5	5545.75	1700	1622.75	4011	36313	874.25	7661.75	76211	1094.5	10218.75	91853.5	1105	13731	146993.5	4411	4411	4411	4411	4411	5582	5582	5563	1729	1645	4011	36320	904	7682.5	76212	1133.5	10691.5	96212	1142.5	14173	150561	4411	4411	4411	4411	4411	5604	5604	5585	1758.75	1669.25	4011	36328.25	943	7714	76224.5	1177.75	11166	100790	1183.5	14526.75	154231	4411	4411	4411	4411	4411	5665	5665	5650	1877	1751	4011	36346	1056	7794	76443	1351	12985	118208	1298	15339	161909	4411	4411	4411	4411	4411	5583.49	5583.49	5564.85	1731.24	1644.35	4011	36321.07	909.36	7689.36	76247.22	1142.4	10743.5	96838.63	1144.97	14160.68	150597.46
50	5511	5511	5511	5511	5511	6937	6937	6910	2103	2001	5011	45349	1063	9546	95211	1308	11602	103177	1331	17015	179399	5511	5511	5511	5511	5511	7009	7009	6985.75	2206	2088.75	5011	45368	1136	9590	95212	1422	13125.5	118563	1430.75	17796.25	189792.75	5511	5511	5511	5511	5511	7041	7041	7018	2236.5	2119	5011	45375	1175	9618	95220.5	1481.5	13658.5	123191	1478.5	18128.5	192822.5	5511	5511	5511	5511	5511	7061.25	7061.25	7039	2285	2152	5011	45380.25	1205.25	9644.25	95245.75	1544.5	14530.25	131621.5	1542	18599	197533	5511	5511	5511	5511	5511	7144	7144	7126	2422	2252	5011	45397	1319	9809	96259	1694	16676	151112	1685	19880	215904	5511	5511	5511	5511	5511	7039.71	7039.71	7016.51	2246.97	2122.39	5011	45373.75	1174.76	9621.61	95273.7	1486.33	13834.66	124819.48	1486.07	18197.62	193562.9
60	6611	6611	6611	6611	6611	8394	8394	8361	2585	2466	6011	54375	1258	11452	114211	1674	14881	131849	1666	20493	218032	6611	6611	6611	6611	6611	8479.5	8479.5	8450.5	2736.25	2579.25	6011	54408	1406.75	11512.75	114217	1757.75	16464	148074	1766.75	22029.25	233478.25	6611	6611	6611	6611	6611	8514	8514	8486.5	2777.5	2616.5	6011	54415	1454	11554.5	114227.5	1826	17096.5	155352	1824	22514	237743.5	6611	6611	6611	6611	6611	8550.25	8550.25	8524	2824.25	2651.25	6011	54424.25	1503	11588.25	114256.5	1888	17971.25	162290	1895.25	22955.75	242889.5	6611	6611	6611	6611	6611	8621	8621	8597	2980	2752	6011	54445	1604	11710	114667	2155	20169	183812	2166	24839	264092	6611	6611	6611	6611	6611	8512.91	8512.91	8485.01	2776.57	2613.77	6011	54415.65	1450.87	11556.68	114267.9	1827.15	17192.92	155312.81	1837.14	22499.53	238327.03
70	7711	7711	7711	7711	7711	9885	9885	9847	3145	2986	7011	63446	1567	13391	133211	1895	17709	158036	1996	24923	259269	7711	7711	7711	7711	7711	9958.75	9958.75	9924.75	3259	3069.75	7011	63471.75	1710	13467.75	133232	2113.5	19487.25	175330.25	2124.25	26115.25	276274	7711	7711	7711	7711	7711	9993	9993	9961.5	3322.5	3119.5	7011	63481	1747	13503.5	133262.5	2172	20356.5	183787.5	2172.5	26732.5	283342	7711	7711	7711	7711	7711	10023.25	10023.25	9992	3363.5	3151	7011	63490.25	1803.75	13547.5	133425	2243.5	21416.5	194767.5	2240	27335.25	289273	7711	7711	7711	7711	7711	10170	10170	10139	3511	3296	7011	63520	2065	13751	134991	2441	24113	220107	2559	28736	304637	7711	7711	7711	7711	7711	9995.72	9995.72	9963.02	3320.48	3117.14	7011	63481.93	1751.78	13511.06	133387.08	2180.42	20521.42	185441.66	2187.2	26707.34	282766.16
80	8811	8811	8811	8811	8811	11360	11360	11316	3670	3471	8011	72516	1833	15335	152211	2327	21024	188017	2331	28456	305878	8811	8811	8811	8811	8811	11451.75	11451.75	11413.75	3817.75	3586.5	8011	72539	1998.75	15443	152265.5	2503	23462.25	211898.25	2508	30567.75	322888.5	8811	8811	8811	8811	8811	11491	11491	11454.5	3873.5	3629	8011	72547	2052.5	15482	152309	2584	24517.5	222191	2576	31128.5	329405.5	8811	8811	8811	8811	8811	11516	11516	11480.25	3930	3666.25	8011	72560.25	2116.25	15530.25	152489.75	2651.75	25610.25	232366	2649.25	31627.75	335082.25	8811	8811	8811	8811	8811	11650	11650	11618	4119	3812	8011	72582	2387	15792	154058	2958	28530	260840	2961	34340	360151	8811	8811	8811	8811	8811	11489.58	11489.58	11452.35	3877.43	3629.77	8011	72548.78	2061.86	15491.9	152476.88	2591.04	24621.2	222982.7	2589.56	31117.03	329478.69
90	9911	9911	9911	9911	9911	12866	12866	12818	4230	3993	9011	81532	2098	17246	171213	2714	25349	229208	2678	33052	348790	9911	9911	9911	9911	9911	12961.75	12961.75	12919.75	4391	4117	9011	81563.75	2286.75	17408.25	171302	2842.75	27006	245331.25	2843.75	34553	364511.25	9911	9911	9911	9911	9911	12999	12999	12956.5	4450.5	4155	9011	81575.5	2353	17468	171460.5	2911	27949	254196.5	2906	35341.5	375180	9911	9911	9911	9911	9911	13038.25	13038.25	13000	4519	4210	9011	81585	2427.5	17524	171661.5	3001.5	29541.25	268751	2995	36185	382393	9911	9911	9911	9911	9911	13143	13143	13107	4669	4326	9011	81626	2880	17881	174663	3341	33056	304597	3274	37827	395683	9911	9911	9911	9911	9911	13000.63	13000.63	12958.85	4452.06	4158.64	9011	81574.9	2355.72	17472.1	171646.88	2930.32	28378.27	257451.85	2925.66	35359.87	374075.76
100	11011	11011	11011	11011	11011	14344	14344	14291	4777	4499	10011	90602	2454	19195	190218	3078	27819	251700	2966	37384	394959	11011	11011	11011	11011	11011	14459.5	14459.5	14412	4960	4628.25	10011	90627	2617.75	19407	190360.75	3221.75	30815.75	279198.5	3213.75	39108	413643	11011	11011	11011	11011	11011	14504.5	14504.5	14458	5030	4685	10011	90639	2669.5	19476	190706.5	3316.5	32588	296072	3317	39849.5	420141.5	11011	11011	11011	11011	11011	14540.75	14540.75	14496	5093	4727	10011	90650.25	2730.25	19549.75	191534.25	3410.5	33495.25	305342.5	3409.25	40481.5	429515.25	11011	11011	11011	11011	11011	14629	14629	14587	5228	4827	10011	90683	2974	19782	193945	3764	37803	346010	3802	42101	452149	11011	11011	11011	11011	11011	14500.36	14500.36	14453.75	5025.89	4678.59	10011	90639.09	2675.45	19479.51	191030.19	3327.66	32418.16	294552.39	3324.59	39839.58	421299.71
