States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	173	173	173	173	173	255	255	255	142	142	255	1177	147	611	2825	181	858	3832	184	861	4608	280	214	214	214	214	255	255	255	149	149	255	1180	162	671.75	3128.5	219.75	1026.25	4689.75	217.5	1004.75	5435	354	255	255	255	255	460	296	261.5	156.5	157	296	1180	171	698	3258	237.5	1131.5	5082	236	1089	5840	406.75	296	296	296	296	501	296	268	165	165	296	1180.25	180.25	727.5	3402.75	259.25	1250	5716.25	258.25	1176	6211.75	730	460	460	460	460	870	463	335	224	224	460	1182	222	1179	4664	354	1676	7801	375	2332	11998	364.24	261.97	256.34	255.34	255.34	429.66	294.08	264.34	159.59	159.55	293.54	1179.96	172.9	706.45	3291.23	245.45	1159.79	5274.76	242.97	1117.29	5992.01
20	505	505	505	505	505	505	505	505	363	363	505	2328	398	1622	7141	517	2556	11604	513	2333	12089	766	586	586	586	586	991	646.75	520	380	380	646.75	2330	430	1722.75	7433.5	596.5	2852.75	12934	602.75	2579.5	13732	862	667	667	667	667	991	667	530	386.5	386	667	2332	443.5	1764.5	7585	642	3035	13715	642	2755.5	14592.5	1045	748	748	698.5	698.5	1315	748	544	394.5	396	748	2334.25	463.25	1823	7818.75	682.75	3275	14876.5	718	2899.25	15619.75	2097	1153	991	991	991	2206	993	617	495	495	991	2337	573	2143	8774	963	4483	20999	896	3537	18774	916.73	682.39	666.47	665.13	665.13	1105.21	677.9	533.82	392.64	392.44	678.41	2332.12	449.41	1779.87	7647.79	650.04	3102.84	14023.34	657.11	2770.58	14648.54
30	934	876	876	876	876	1118	876	766	621	621	876	3478	710	2844	11853	912	4453	20106	930	3780	19942	1266	1118	1118	1118	1118	1481	1118	798.75	646	646.75	1118	3481	753.75	2994.75	12719	1043.5	4957.5	22522.75	1026.75	4450	23324.25	1427.5	1118	1118	1118	1118	1481	1118	808.5	659.5	659	1118	3485	778.5	3087.5	12898.5	1106.5	5186	23284.5	1091	4638.5	24528.5	1677	1239	1239	1239	1239	2207	1239	831	671	672	1239	3489	799.25	3177.25	13225.75	1172.5	5540.5	24908.25	1147	4839	25397	2645	1965	1723	1723	1723	3175	1723	1071	875	855	1723	3492	1018	4091	14509	1433	8166	36902	1528	5745	32542	1526.5	1177.29	1138.91	1138.92	1138.92	1775.03	1138.95	817.67	662.88	662.54	1139.87	3484.9	784.71	3102.68	12957.82	1111.22	5313.95	24009.54	1103.16	4648.34	24516.29
40	1426	1327	1327	1327	1327	1488	1327	1046	902	902	1327	4628	1054	4245	17291	1344	6448	29238	1277	5923	30062	1854.75	1488	1488	1488	1488	1971	1489.5	1080	929	930.75	1488	4632	1103.75	4400.5	18472	1510.75	7301.75	33014.5	1517.75	6380	33372.75	2074.5	1649	1649	1649	1649	1971	1649	1101.5	941	941	1649	4637	1129	4500	18784	1584.5	7640	34956	1613	6636.5	35371.5	2453.5	1810	1810	1810	1810	2977.25	1810	1122	959.25	958	1810	4643	1163.5	4594.25	19081.25	1664.5	8148.5	37041.75	1728	6961.5	36402.75	3791	2454	2454	2454	2454	4386	2458	1298	1130	1128	2454	4647	1454	5480	21044	1959	9711	44642	2216	8278	44442	2190.81	1718.23	1644.67	1644.69	1644.69	2442.73	1656.15	1107.27	948.23	948.28	1653.89	4637.19	1141.92	4519.71	18809.08	1596.41	7734.85	35167.28	1635.41	6724.26	35319.84
50	1932	1657	1657	1657	1657	1858	1657	1322	1188	1187	1657	5777	1406	5684	23972	1727	8339	38562	1797	7800	40669	2440	2059	2059	2059	2059	2461	2059	1379.75	1222.75	1222	2059	5782	1484.5	5921.25	24809.5	1991.75	9909	44971.25	1998.75	8419.75	43697.25	2706	2260	2059.5	2059.5	2059.5	3667	2061	1408	1243	1244.5	2059	5790	1524.5	6039	25182	2108.5	10242.5	46771	2090.5	8769.5	45747.5	3091	2461	2260	2260	2260	4270	2260.25	1438	1263.25	1264.25	2260	5796	1580.5	6174.5	25532.5	2244.75	10693.25	49067.5	2243	9184.25	48280.75	6807	3466	2865	2865	2865	6079	2866	1580	1381	1381	2865	5802	1824	7333	27050	2741	13095	60023	2718	11257	56710	2812.87	2260	2152.02	2152.02	2152.02	3536.35	2148.47	1412.67	1248.92	1249.11	2151.61	5789.71	1540.18	6081.32	25212.46	2143.34	10327.15	46856.34	2139.2	8869.97	46304.94
60	2510	2228	2228	2228	2228	2710	2228	1646	1490	1497	2228	6928	1728	7164	29930	2261	10777	49249	2262	9622	50507	3098	2710	2650.25	2650.25	2650.25	3674	2710	1690.75	1532	1533	2710	6934.75	1878.5	7510.5	31323.75	2512.75	12165	55807.75	2481.25	10425.5	54248	3457	2710	2710	2710	2710	4397	2711.5	1716	1558.5	1556	2710	6944	1930	7640.5	31906.5	2641	12876	58357	2618.5	10742	56075.5	3918	3011.25	2951	2951	2951	5120	2951	1742	1571.25	1572	2951	6950.25	1979.25	7776.5	32319.5	2796.75	13447.5	60531	2804.25	11075.75	58023	5460	3915	3194	3194	3194	6807	3433	1836	1646	1642	3192	6957	2213	8907	34445	3311	14824	67918	3438	12829	66912	3498.63	2854.6	2741.9	2741.94	2741.91	4392.18	2749.56	1719.36	1556.56	1556.21	2741.4	6942.78	1935.35	7676.97	31907.36	2652.41	12858.77	58405.72	2648.19	10781.85	56361.36
70	3205	2598	2598	2598	2598	3160	2598	1916	1819	1820	2598	8077	2162	8866	37635	2758	13781	62692	2654	11467	58685	3735	3160	3160	3160	3160	4284	3160	2011.5	1854	1852	3160	8088	2293.75	9146	38738.75	2979.5	14845.75	67381.5	2960.5	12463	65348.25	4066.5	3441	3162	3161.5	3161.5	5829.5	3162	2032	1873.5	1873	3300.5	8096	2342.5	9305	39272	3133	15454.5	70182.5	3076.5	12869.5	67722	4604.25	3511.25	3441	3441	3441	6251	3443	2060.25	1898.25	1894	3441	8104	2406.25	9541	40160.5	3332.25	15989.75	72827	3215.25	13438.25	69741.75	6418	5127	4287	4287	4287	8780	4286	2229	2031	2027	4284	8112	2739	11188	42678	4154	18084	87403	4140	15904	81328	4279.27	3471.91	3312.31	3309.53	3309.5	5348.99	3310.11	2039.11	1878.48	1876.98	3325.9	8095.96	2358.4	9382.39	39494.28	3183.76	15490.04	70530.04	3118.49	12965.5	67673.39
80	3835	3289	3289	3289	3289	3931	3289	2250	2142	2142	3289	9229	2594	10255	44324	3285	15649	71108	3273	13759	70875	4401.25	3610	3610	3610	3610	5455.75	3611.75	2325.25	2176.75	2178	3610	9240	2714.75	10775	46534.5	3598.5	17772.5	81179.75	3568.75	14662.25	76269.25	4791.5	3931	3931	3931	3931	6499	3931	2354	2198.5	2197	3931	9249	2757	11036.5	47246	3732	18310	84250.5	3719.5	15226.5	78793	5321	4573	4252	4252	4252	7141	4252.25	2386.25	2223	2219.5	4252	9259	2817.25	11245.25	48056.25	3943.75	19290	87113	3867.25	15700.25	81561.75	7586	5215	4578	4578	4578	10030	4582	2527	2346	2346	4575	9267	3125	12456	51167	4609	22537	93647	4324	17339	87227	4889.09	4126.81	3909.59	3909.59	3909.58	6299.98	3900.59	2362.29	2203.82	2202.97	3892.68	9248.92	2768.09	11048.08	47307.05	3757.74	18489.79	84028.68	3731.88	15251.87	79002.28
90	4195	3699	3699	3699	3699	4060	3699	2599	2477	2471	3699	10378	3056	11957	52933	3792	18080	83063	3695	16012	82740	5047	4421	4421	4421	4421	6496.75	4421	2661.75	2515.5	2511.75	4421	10388	3158.25	12602.75	54723.75	4006.25	20011.25	91278.25	4027.5	16896	88054.5	5428	4782	4422	4422	4422	7670	4423	2693	2537.5	2538	4421	10396	3215.5	12868.5	55580.5	4192	20765	94651	4232.5	17295	89688.5	6007.25	5143	4782.25	4782.25	4782.25	8031	4783	2717.25	2554	2555.5	4782	10409	3294.5	13081.25	56866	4506.25	21701.25	99176	4488.25	17829	92458	8200	6587	5147	5147	5147	12724	5506	2807	2642	2643	5144	10422	3548	15361	59323	5001	24094	111667	4983	20802	109329	5595.66	4745.9	4515.69	4515.72	4515.7	7428.13	4498.49	2691.31	2537.22	2536.76	4522.31	10398.2	3226.75	12884.37	55792.18	4257.2	20989.42	95840.69	4255.75	17405.96	90457.49
100	4600	4109	4109	4109	4109	4911	4109	2929	2812	2813	4109	11528	3432	13933	59081	4142	20950	97945	4350	18217	94142	5669.75	4911	4911	4911	4911	6815.75	4911	3008.75	2854.75	2853.75	4911	11542	3608.5	14345	63256	4664.5	23366.5	106820.25	4672.25	19310	99523.25	6358	5312	5312	5312	5312	7718	5312	3032	2878	2873	5312	11557	3663	14609.5	64459	4835	24113.5	110457	4865.5	19775.5	102362	6840	5713	5315	5315	5315	8921	5317	3070	2901.25	2901.25	5713	11565.25	3742.75	14980.25	65675	5103	25229.5	114438	5076	20261.25	105129.25	9370	7317	6516	6516	6516	12129	6120	3206	3072	3046	6515	11577	4027	16433	71125	6354	28683	127507	5937	21981	113817	6357.91	5528.54	5204.68	5204.72	5204.7	7850.33	5157.71	3039.61	2881.91	2879.85	5219.9	11554.76	3673.46	14707.39	64487.21	4923.77	24241.03	110751.32	4905.66	19824.66	102672.32
