States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	202	203	203	204	204	1282	1282	1276	189	182	1011	9142	192	1867	18592	198	1788	16470	201	2359	25689	303	305	305	307	307	1296.75	1296.75	1290.75	206	197	1011	9150	212.75	1899.75	18924.25	227.75	2030.25	18682	237	2764	29537.25	363	305	305	307	307	1307	1307	1302	221	209.5	1011	9153	219	1912	18992	242.5	2137.5	19622.5	249.5	2897	30771.5	363	305	305	307	308	1314.5	1314.5	1309.5	232.25	219	1011	9156	226	1928.5	19124	262	2299	20953	272.25	3022	32487	524	407	407	410	412	1338	1338	1334	269	247	1011	9165	259	2004	20025	326	2922	27342	321	3588	38677	343.39	301.94	301.94	303.91	304.44	1307.2	1307.2	1302.1	221.85	210.17	1011	9153.05	219.44	1917.8	19022.79	246.84	2164.05	19885.78	255.72	2899.34	31127.35
20	603	605	605	607	607	2672	2672	2661	522	493	2011	18188	439	3826	37838	542	4789	42535	541	6496	68040	844	807	807	810	811	2701.5	2701.5	2691.75	563.5	525.5	2011	18201	489	3881.75	38212.75	603.25	5583.5	50968	613.75	6937	75090	884	807	807	810	811	2719	2719	2709.5	584.5	542.5	2011	18205	507.5	3931.5	38403.5	638.5	5933.5	54346.5	654	7334	78604.5	1105	1009	1009	1013	1014	2742	2742	2734	615.25	568	2011	18210	526	4003	39189.25	696	6466.25	59250	696	7579.25	81370.75	1506	1211	1211	1216	1219	2832	2832	2825	716	654	2011	18222	626	4218	41408	868	7888	73412	836	8313	90947	942.24	841.34	841.34	844.51	845.69	2722.56	2722.56	2713.66	591.11	547.29	2011	18205.5	508.73	3950.21	38785.12	652.65	6041.2	55157.67	659.47	7303.56	78728.57
30	903	905	905	907	907	4053	4053	4035	827	779	3011	27227	733	5744	57213	949	8759	78957	952	10770	112198	1284	1207	1207	1210	1211	4109	4109	4094	911.25	847.25	3011	27251	796.25	5964	58367.5	1035.75	9813.5	89783.5	1045.75	11430.75	121566	1605	1509	1509	1513	1514	4146.5	4146.5	4132.5	959.5	888	3011	27258	829	6068	59561.5	1082.5	10259	93857	1091	11695.5	125601.5	1655	1509	1509	1513	1515	4169.25	4169.25	4155.25	999	915.25	3011	27264	857.25	6223.25	61031	1152	10899.5	100132.5	1144.75	12225.25	132728.25	2106	2113	2113	2119	2123	4257	4257	4246	1100	1001	3011	27279	988	7225	68985	1346	13107	121281	1322	13825	146321	1539.75	1391.21	1388.2	1391.81	1393.51	4142.14	4142.14	4128.04	957.07	882.87	3011	27257.48	826.72	6119.8	59954.48	1095.65	10414.76	95192.31	1100.32	11810.68	126712.7
40	1203	1607	1607	1610	1611	5521	5521	5499	1250	1163	4011	36296	1054	8004	77649	1370	12588	113527	1398	15245	158511	2055	1607	1607	1610	1611	5572.75	5572.75	5553.75	1343	1234	4011	36314.75	1154.5	8375.5	81585	1518.75	14260	130331	1525	16336	174093.75	2155	2009	2009	2013	2015	5600	5600	5582	1383	1261.5	4011	36322	1194	8563	83684.5	1581.5	14940.5	137019.5	1586	16772	178857	2541	2009	2009	2013	2015	5635.5	5635.5	5619.25	1432	1298.5	4011	36328	1237	8775	85837	1648	15732.25	143992	1662.5	17341.75	184042	3157	2813	2813	2819	2823	5752	5752	5737	1571	1421	4011	36341	1353	9639	92867	1893	18095	167828	1935	18718	198952	2211.51	1968.8	1968.8	1972.7	1974.52	5606.25	5606.25	5588.06	1386.43	1267.58	4011	36320.92	1200.93	8591.6	83837.25	1588.49	15029.35	137680.93	1600.88	16791.55	179439.09
50	2004	2007	2007	2010	2011	6954	6954	6930	1640	1514	5011	45327	1461	10775	104325	1837	16744	151248	1810	20198	216256	2592.5	2509	2509	2513	2515	7023.75	7023.75	7000.75	1759.75	1602.75	5011	45369	1533	11090.75	108002.25	1991.5	18949.25	173748	2005.75	21268.75	228123	2655	2509	2509	2513	2515	7056.5	7056.5	7032	1801	1630.5	5011	45376	1578	11314	110074	2053.5	20111	182972.5	2075	21795.5	234076	3246	2634.25	2509	2513.25	2516	7091.5	7091.5	7070.5	1840	1675	5011	45382	1615	11594.75	112537.75	2167	20815	191266.75	2133	22456	241566.75	4488	3512	3011	3017	3020	7280	7280	7260	2062	1865	5011	45402	1762	12096	118597	2471	25387	235725	2457	23499	253860	2934.35	2569.21	2554.18	2558.3	2560.4	7059.64	7059.64	7036.7	1802.46	1641.15	5011	45375.19	1579.65	11343.33	110323.24	2083.49	20038.7	183676.55	2077.46	21847.08	234264.33
60	2404	2407	2407	2410	2411	8439	8439	8409	2114	1941	6011	54369	1793	13599	132641	2233	21591	195796	2266	24914	265089	3105	3009	3009	3013	3015	8500.75	8500.75	8472	2203	2006.75	6011	54405	1938.75	14145.75	137693.5	2487.25	23919.25	219071.75	2474	26318.5	281914	3666	3009	3009	3013	3015	8532	8532	8506	2244	2031.5	6011	54414	1989	14338	139872.5	2567.5	24767	226778	2575.5	26833.5	287737	3846	3611	3611	3616	3619	8562.25	8562.25	8538	2281.75	2060	6011	54421.25	2038	14551.25	141656.75	2665	25965	238051	2680.75	27563	294991.5	5949	4213	4213	4219	4223	8692	8692	8668	2496	2213	6011	54445	2226	15170	146916	3030	28676	266445	2975	30120	327406	3513.39	3279.86	3255.82	3260.27	3262.6	8535.7	8535.7	8508.35	2248.84	2037.88	6011	54413.01	1990.55	14350.16	139624.66	2585.27	24907.83	228481.97	2579.41	26961.22	288272.9
70	2844	2807	2807	2810	2811	9874	9874	9839	2533	2303	7011	63447	2217	16589	162365	2762	26893	247124	2739	30390	317341	3655	3509	3509	3513	3515	9978.75	9978.75	9944.75	2639.5	2390.75	7011	63476.75	2363.25	17344.75	169454.25	2986.75	29169.5	267666	2971.5	31603.5	338275.5	4386	3509	3509	3513	3515.5	10021.5	10021.5	9989.5	2692	2437	7011	63483	2415.5	17599	171266.5	3096.5	29983	276107	3108	32309.5	345133	4461	4211	4211	4216	4219	10057	10057	10027.25	2765.75	2483.5	7011	63491.5	2477.25	17854.5	173126.25	3198.5	31738	293160.25	3226	33014.25	354122.5	6168	4913	4913	4919	4923	10276	10276	10243	2967	2685	7011	63532	2760	18331	178225	3504	40335	375616	3622	35879	386329	4324.42	3852.97	3845.96	3850.45	3852.77	10022.65	10022.65	9990.54	2703.88	2443.18	7011	63483.73	2431.34	17598.4	171224.72	3102.63	30599.15	282022.25	3110.1	32435.36	346903.37
80	3244	4009	4009	4013	4014	11376	11376	11339	2982	2724	8011	72514	2583	20193	195154	3258	31508	284883	3259	34482	363622	4866	4009	4009	4013	4015	11462	11462	11423.75	3094.25	2799.75	8011	72537.75	2761.5	20757	201443	3469	34409	316879	3501.75	37074.75	396078.75	4986	4811	4811	4816	4818	11502	11502	11465.5	3154.5	2844.5	8011	72547	2837.5	20963.5	203648.5	3609.5	35647.5	328877.5	3605	37974.5	405710	5817	4811	4811	4816	4819	11542	11542	11506.25	3214.5	2889.75	8011	72559.25	2911.5	21164.75	205465.25	3739.5	37106	341985	3751.25	38728	414061	7749	5613	5613	5619	5624	11682	11682	11649	3411	3046	8011	72586	3167	21872	210129	4091	41950	389103	4136	41895	444541	5157.7	4514.25	4506.24	4510.87	4513.44	11508.58	11508.58	11471.44	3157.6	2847.97	8011	72548.9	2851.23	20951.18	203487.04	3625	35795.07	330021.44	3632.83	37921.99	405069.19
90	3684	4509	4509	4513	4514	12880	12880	12834	3433	3122	9011	81540	3072	23480	227602	3771	36553	333768	3804	38601	404581	5526	4509	4509	4513	4515	12980.5	12980.5	12937.5	3592.75	3239	9011	81560.75	3213	24041.25	233161.25	4043	39560.5	364985.75	4042	42252.5	452342	5646	5411	5411	5416	5419	13009	13009	12968	3640	3267	9011	81572	3274	24316	236093	4143.5	41299.5	380730.5	4160	43037	462839	6587	5411	5411	5416	5419	13043.75	13043.75	13006	3693.25	3311.5	9011	81581.25	3349	24606.5	237673	4288.25	43289.75	398821.5	4273.25	44172.75	471656.75	7688	7214	6313	6320	6324	13156	13156	13119	3870	3438	9011	81596	3619	25283	244713	4991	47521	438712	4851	46756	499461	5874.49	5239.59	5212.56	5217.37	5220.13	13012.81	13012.81	12971.49	3641.8	3271.58	9011	81571.34	3286.98	24323.26	235692.3	4181.09	41446.18	381939.85	4176.78	43146.6	462347.2
100	4004	5009	5009	5013	5014	14374	14374	14320	3853	3519	10011	90595	3428	26586	260400	4262	42295	391855	4219	43955	467340	6126	6011	6011	6016	6018	14480.25	14480.25	14431.5	4064.5	3651.5	10011	90621	3665.75	27486.75	266118.75	4601	46063.25	423592.5	4546.75	47842.75	510204.25	6246	6011	6011	6016	6019	14519	14519	14471	4131.5	3701.5	10011	90636	3748.5	27801.5	268572.5	4716	47467	437743.5	4700.5	48862	525486	7287	6011	6011	6016	6020	14579.5	14579.5	14536	4198.25	3754.5	10011	90647.25	3816.75	28074.75	270250.75	4838.5	48653.75	450896	4811.75	50125.25	537534.25	9549	8015	8015	8022	8026	14701	14701	14658	4398	3922	10011	90674	4169	28546	275752	5549	51676	480048	5492	51982	565235	6664.25	6041.01	5990.96	5995.99	5998.76	14525.9	14525.9	14479.44	4129.28	3703.19	10011	90634.21	3747.75	27750.2	268200.65	4727.47	47304.05	437227.72	4693.42	48898.35	523893.13
