States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11	Avg_12	Avg_13	Avg_14	Avg_15	Avg_16	Avg_17	Avg_18	Avg_19	Avg_20
10	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	6	6	1	1	2	1	1	3	1	1	2	1	1	1.01	1.01	1.01	1.01	1.01	1.01	1.01	1.01	4.8	4.8	1	1	1.13	1	1	1.16	1	1	1.11	1	1
20	1	1	1	1	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	11	1	1	3	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	13	13	1	1	6	1	1	3	1	1	2	1	1	1.01	1.01	1.01	1.01	1.01	1.01	1.01	1.01	10.43	10.43	1	1	2.26	1	1	1.18	1	1	1.17	1	1
30	1	1	1	1	1	1	1	1	11	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	14	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16	16	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	17	1	1	4	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	20	20	1	1	6	1	1	3	1	1	3	1	1	1.04	1.04	1.04	1.04	1.04	1.04	1.04	1.04	15.55	15.55	1	1	3.36	1	1	1.26	1	1	1.3	1	1
40	1	1	1	1	1	1	1	1	18	18	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20	20	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21	21	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	22	1	1	6	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	2	24	24	1	1	9	1	1	4	1	1	4	1	1	1.03	1.03	1.03	1.03	1.03	1.03	1.03	1.03	21.25	21.25	1	1	5.35	1	1	1.33	1	1	1.34	1	1
50	1	1	1	1	1	1	1	1	22	22	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26	26	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.5	26.5	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28	28	1	1	8	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	3	33	33	1	1	11	1	1	4	1	1	4	1	1	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.11	26.77	26.77	1	1	7.24	1	1	1.35	1	1	1.31	1	1
60	1	1	1	1	1	1	1	1	28	28	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	31	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	32	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	33	1	1	10	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	2	37	37	1	1	13	1	1	3	1	1	4	1	1	1.16	1.16	1.16	1.16	1.16	1.16	1.16	1.16	32.05	32.05	1	1	8.87	1	1	1.41	1	1	1.46	1	1
70	1	1	1	1	1	1	1	1	33	33	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36	36	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37	37	1	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39	39	1	1	13	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	3	43	43	1	1	17	1	1	3	1	1	4	1	1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.11	37.46	37.46	1	1	10.72	1	1	1.49	1	1	1.5	1	1
80	1	1	1	1	1	1	1	1	36	36	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42	42	1	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43	43	1	1	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45	45	1	1	14	1	1	2	1	1	2	1	1	3	3	3	3	3	2	3	3	47	47	1	1	20	1	1	5	1	1	4	1	1	1.11	1.11	1.11	1.11	1.11	1.1	1.11	1.14	43.06	43.06	1	1	12.35	1	1	1.6	1	1	1.63	1	1
90	1	1	1	1	1	1	1	1	44	44	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47	47	1	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.5	48.5	1	1	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50	50	1	1	15.25	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	3	53	53	1	1	24	1	1	4	1	1	4	1	1	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.23	48.56	48.56	1	1	13.54	1	1	1.46	1	1	1.57	1	1
100	1	1	1	1	1	1	1	1	44	44	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51	51	1	1	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53	53	1	1	14	1	1	2	1	1	1	1	1	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	56	56	1	1	16	1	1	2	1	1	2	1	1	3	3	3	3	3	2	3	4	62	62	1	1	24	1	1	4	1	1	4	1	1	1.28	1.28	1.28	1.28	1.28	1.25	1.28	1.31	53.54	53.54	1	1	14.46	1	1	1.71	1	1	1.59	1	1
