Correct	FSMtype	States	Inputs	Outputs	Resets	OQs	EQs	symbols	Exploration	EE	BBresets	BBsymbols	seconds	Algorithm	CEprocessing	AlgId	Teacher	BB	fileName
1	1	1000	5	5	114524	114524	1	1092508	115511	0.105730	0	0	3.062108	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5.fsm
1	1	1000	5	5	114439	114439	1	1080535	115505	0.106896	0	0	3.162566	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_htmyx.fsm
1	1	1000	5	5	114392	114392	1	1074798	115513	0.107474	0	0	3.136327	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_w0XaX.fsm
1	1	1000	5	5	114479	114479	1	1047562	115505	0.110261	0	0	3.016291	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_Rnhl8.fsm
1	1	1000	5	5	114451	114451	1	979192	115513	0.117968	0	0	3.163816	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_3Yuw7.fsm
1	1	1000	5	5	114609	114609	1	1021634	115505	0.113059	0	0	3.155539	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_1C79u.fsm
1	1	1000	5	5	114396	114396	1	1212403	115505	0.095269	0	0	3.138919	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_DGz5A.fsm
1	1	1000	5	5	114438	114438	1	991457	115511	0.116506	0	0	3.175868	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_SZuan.fsm
1	1	1000	5	5	114501	114501	1	1066658	115505	0.108287	0	0	3.147312	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_sPtnh.fsm
1	1	1000	5	5	114546	114546	1	1062841	115505	0.108676	0	0	3.079616	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_C1HTi.fsm
1	1	1000	5	5	114432	114432	1	1115105	115505	0.103582	0	0	3.208219	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_UvIOH.fsm
1	1	1000	5	5	114364	114364	1	1057101	115505	0.109266	0	0	3.126971	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_3BDvz.fsm
1	1	1000	5	5	114433	114433	1	1024860	115512	0.112710	0	0	3.052474	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_Sed9l.fsm
1	1	1000	5	5	114502	114502	1	1014552	115505	0.113848	0	0	3.047640	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_c79sF.fsm
1	1	1000	5	5	114593	114593	1	1121901	115505	0.102955	0	0	3.245682	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_nbdXl.fsm
1	1	1000	5	5	114367	114367	1	987223	115520	0.117015	0	0	3.082997	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_Lfd5P.fsm
1	1	1000	5	5	114462	114462	1	1242474	115505	0.092964	0	0	3.329291	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_YUWVC.fsm
1	1	1000	5	5	114521	114521	1	1016242	115505	0.113659	0	0	3.259377	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_hwpdg.fsm
1	1	1000	5	5	114300	114300	1	1076697	115505	0.107277	0	0	3.150052	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_cSlrN.fsm
1	1	1000	5	5	114368	114368	1	1105718	115514	0.104470	0	0	3.218047	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_k8P0v.fsm
1	1	1000	5	5	114536	114536	1	1029045	115504	0.112244	0	0	3.129535	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFSM_R1000_5_1giTn.fsm
